,NomeEstacao,Operadora,Responsavel,Municipio-UF,NomeRio,Origem,StatusEstacao,CodEstacao,Bacia,SubBacia,CodRio,Latitude,Longitude,Altitude
592,UHE TELES PIRES RESERVATÓRIO 18,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17382100,1,17,17240000,-9.54830,-56.31330,220.00
593,UHE TELES PIRES RESERVATÓRIO 17,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17382110,1,17,17240000,-9.47360,-56.41580,220.00
594,UHE TELES PIRES RESERVATÓRIO 16,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17382120,1,17,17240000,-9.39140,-56.57060,220.00
595,UHE TELES PIRES RIO PARANAITA,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17382125,1,17,17240000,-9.92560,-56.63530,244.00
596,UHE TELES PIRES RESERVATÓRIO 15,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17382130,1,17,17240000,-9.38640,-56.64060,220.00
597,UHE TELES PIRES RESERVATÓRIO 14,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17382140,1,17,17240000,-9.35330,-56.69360,220.00
598,UHE TELES PIRES RESERVATÓRIO 13,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17382150,1,17,17240000,-9.37390,-56.69720,220.00
599,UHE TELES PIRES RESERVATÓRIO 12,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17382160,1,17,17240000,-9.37530,-56.71190,220.00
600,UHE TELES PIRES RESERVATÓRIO 19,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO PARANAITA,Setor Elétrico,Ativo,17383100,1,17,17244000,-9.71080,-56.62830,220.00
601,UHE TELES PIRES RESERVATÓRIO 11,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO PARANAITA,Setor Elétrico,Ativo,17383300,1,17,17244000,-9.60970,-56.64830,220.00
602,UHE TELES PIRES RESERVATÓRIO 10,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO PARANAITA,Setor Elétrico,Ativo,17383350,1,17,17244000,-9.49360,-56.70440,220.00
603,UHE TELES PIRES RESERVATÓRIO 9,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO PARANAITA,Setor Elétrico,Ativo,17383400,1,17,17244000,-9.41140,-56.73310,220.00
604,UHE TELES PIRES RESERVATÓRIO 8,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17383450,1,17,17240000,-9.41810,-56.75170,220.00
605,UHE TELES PIRES RESERVATÓRIO,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17383500,1,17,17240000,-9.40670,-56.75920,205.00
606,UHE TELES PIRES RESERVATÓRIO 7,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17383600,1,17,17240000,-9.38890,-56.79110,220.00
607,UHE TELES PIRES RESERVATÓRIO 6,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17383650,1,17,17240000,-9.38440,-56.77140,220.00
608,UHE TELES PIRES RESERVATÓRIO 5,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17383700,1,17,17240000,-9.37390,-56.77890,220.00
609,UHE TELES PIRES RESERVATÓRIO 4,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17383750,1,17,17240000,-9.36920,-56.77690,220.00
610,UHE TELES PIRES RESERVATÓRIO 3,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17383800,1,17,17240000,-9.36110,-56.78890,220.00
611,UHE TELES PIRES RESERVATÓRIO 2,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17383900,1,17,17240000,-9.35580,-56.77890,220.00
612,UHE TELES PIRES BARRAMENTO,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17384000,1,17,17240000,-9.35060,-56.78060,224.00
613,UHE TELES PIRES RESERVATÓRIO 1,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,PARANAITA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17384300,1,17,17240000,-9.33060,-56.77690,164.00
614,PCH CABEÇA DE BOI MONTANTE 2,00704 - ENEL BOI - Enel Green Power Cabeça de Boi S.A,00704 - ENEL BOI - Enel Green Power Cabeça de Boi S.A,TABAPORÃ-MT,RIO APIACAS,Setor Elétrico,Ativo,17385000,1,17,17244300,-10.63890,-56.51810,290.00
615,PCH CABEÇA DE BOI MONTANTE 1,00704 - ENEL BOI - Enel Green Power Cabeça de Boi S.A,00704 - ENEL BOI - Enel Green Power Cabeça de Boi S.A,JUARA-MT,RIO APIACAS,Setor Elétrico,Ativo,17387000,1,17,17244300,-10.37110,-56.88810,287.00
616,PCH CABEÇA DE BOI RIO TAPAIUNA,00704 - ENEL BOI - Enel Green Power Cabeça de Boi S.A,00704 - ENEL BOI - Enel Green Power Cabeça de Boi S.A,JUARA-MT,RIBEIRÃO TAPAIUNA,Setor Elétrico,Ativo,17388000,1,17,17242700,-10.52310,-56.97420,287.00
617,PCH CABEÇA DE BOI RIO CABEÇA DE BOI,00704 - ENEL BOI - Enel Green Power Cabeça de Boi S.A,00704 - ENEL BOI - Enel Green Power Cabeça de Boi S.A,JUARA-MT,CÓRREGO CABEÇA DE BOI,Setor Elétrico,Ativo,17389000,1,17,17220350,-10.43610,-57.26830,302.00
618,PCH CABEÇA DE BOI BARRAMENTO,00704 - ENEL BOI - Enel Green Power Cabeça de Boi S.A,00704 - ENEL BOI - Enel Green Power Cabeça de Boi S.A,ALTA FLORESTA-MT,RIO APIACAS,Setor Elétrico,Ativo,17389500,1,17,17244300,-10.35530,-56.98110,271.00
619,UHE SÃO MANOEL JUSANTE 1,01008 - SÃO MANOEL - Empresa de Energia São Manoel S.A.,01008 - SÃO MANOEL - Empresa de Energia São Manoel S.A.,APIACÁS-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17390100,1,17,17240000,-9.16530,-57.06080,151.00
620,UHE SALTO APIACÁS RIO PIAU,01006 - EGP - Enel Green Power Salto Apiacás,01006 - EGP - Enel Green Power Salto Apiacás,NOVA MONTE VERDE-MT,RIO PIAU,Setor Elétrico,Ativo,17393000,1,17,17244250,-10.34440,-57.25110,0.00
621,UHE SALTO APIACÁS BARRAMENTO,01006 - EGP - Enel Green Power Salto Apiacás,01006 - EGP - Enel Green Power Salto Apiacás,ALTA FLORESTA-MT,RIO APIACAS,Setor Elétrico,Ativo,17393500,1,17,17244300,-10.33940,-56.98220,247.00
622,PCH DA FAZENDA BARRAMENTO,00702 - ENEL DA FAZENDA - Enel Green Power da Fazenda S.A,00702 - ENEL DA FAZENDA - Enel Green Power da Fazenda S.A,ALTA FLORESTA-MT,RIO APIACAS,Setor Elétrico,Ativo,17394000,1,17,17244300,-10.33030,-56.98280,221.00
623,PCH DA FAZENDA JUSANTE,00702 - ENEL DA FAZENDA - Enel Green Power da Fazenda S.A,00702 - ENEL DA FAZENDA - Enel Green Power da Fazenda S.A,NOVA MONTE VERDE-MT,RIO APIACAS,Setor Elétrico,Ativo,17395000,1,17,17244300,-10.29500,-56.96810,217.00
624,UHE SÃO MANOEL RIO APIACÁS,01008 - SÃO MANOEL - Empresa de Energia São Manoel S.A.,01008 - SÃO MANOEL - Empresa de Energia São Manoel S.A.,APIACÁS-MT,RIO APIACAS,Setor Elétrico,Ativo,17395900,1,17,17244300,-9.19220,-57.06860,153.00
625,UHE SÃO MANOEL BARRAMENTO,01008 - SÃO MANOEL - Empresa de Energia São Manoel S.A.,01008 - SÃO MANOEL - Empresa de Energia São Manoel S.A.,JACAREACANGA-PA,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17396080,1,17,17240000,-9.18750,-57.04280,156.00
626,UHE SÃO MANOEL JUSANTE 2,01008 - SÃO MANOEL - Empresa de Energia São Manoel S.A.,01008 - SÃO MANOEL - Empresa de Energia São Manoel S.A.,APIACÁS-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17410100,1,17,17240000,-8.85940,-57.41920,137.00
627,TRÊS MARIAS,00823 - VLF - VLF Serviços,00001 - ANA - Agência Nacional de Águas ,ARIPUANÃ-MT,RIO TELES PIRES (OU SÃO MANUEL),RHN,Ativo,17420000,1,17,17240000,-7.61470,-57.95030,129.00
628,BARRA DO SÃO MANUEL,00823 - VLF - VLF Serviços,00001 - ANA - Agência Nacional de Águas ,BORBA-AM,RIO TAPAJÓS,RHN,Ativo,17430000,1,17,17200000,-7.33970,-58.15530,0.00
629,JAMANXIM,00823 - VLF - VLF Serviços,00001 - ANA - Agência Nacional de Águas ,ITAITUBA-PA,RIO JAMANXIM,RHN,Ativo,17680000,1,17,17255400,-5.45560,-55.87000,0.00
630,BUBURÉ,00823 - VLF - VLF Serviços,00001 - ANA - Agência Nacional de Águas ,ITAITUBA-PA,RIO TAPAJÓS,RHN,Ativo,17710000,1,17,17200000,-4.61560,-56.32500,0.00
631,ITAITUBA,00823 - VLF - VLF Serviços,00001 - ANA - Agência Nacional de Águas ,ITAITUBA-PA,RIO TAPAJÓS,RHN,Ativo,17730000,1,17,17200000,-4.27560,-55.98220,0.00
632,AVEIRO,00003 - DNIT - DNIT,00003 - DNIT - DNIT,AVEIRO-PA,RIO TAPAJÓS,RHN,Ativo,17835400,1,17,17200000,-3.60420,-55.33220,0.00
633,FORDLÂNDIA,00003 - DNIT - DNIT,00003 - DNIT - DNIT,AVEIRO-PA,RIO TAPAJÓS,RHN,Ativo,17835600,1,17,17200000,-3.83140,-55.50030,0.00
634,SANTARÉM,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SANTARÉM-PA,RIO TAPAJÓS,CotaOnline,Ativo,17900000,1,17,17200000,-2.41360,-54.73780,0.00
635,SANTARÉM,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SANTARÉM-PA,RIO TAPAJÓS,RHN,Ativo,17900000,1,17,17200000,-2.41360,-54.73780,0.00
636,UHE CURUÁ-UNA RIO MOJÚ,00075 - ELETRONORTE - ELETRONORTE,00075 - ELETRONORTE - ELETRONORTE,SANTARÉM-PA,RIO MOJU,Setor Elétrico,Ativo,18090100,1,18,18200200,-3.15690,-54.78670,0.00
637,UHE CURUÁ-UNA RIO MOJUÍ,00075 - ELETRONORTE - ELETRONORTE,00075 - ELETRONORTE - ELETRONORTE,SANTARÉM-PA,RIO MOJUÍ DOS CAMPOS,Setor Elétrico,Ativo,18114000,1,18,18109000,-2.88390,-54.75500,0.00
638,UHE CURUÁ-UNA MONTANTE,00075 - ELETRONORTE - ELETRONORTE,00075 - ELETRONORTE - ELETRONORTE,SANTARÉM-PA,RIO CURUÁ-UNA,Setor Elétrico,Ativo,18115000,1,18,18200000,-3.47640,-54.46140,0.00
639,UHE CURUÁ-UNA BARRAMENTO,00075 - ELETRONORTE - ELETRONORTE,00075 - ELETRONORTE - ELETRONORTE,SANTARÉM-PA,RIO CURUÁ-UNA,Setor Elétrico,Ativo,18116900,1,18,18200000,-2.81560,-54.29970,0.00
640,UHE CURUÁ-UNA JUSANTE,00075 - ELETRONORTE - ELETRONORTE,00075 - ELETRONORTE - ELETRONORTE,SANTARÉM-PA,RIO CURUÁ-UNA,Setor Elétrico,Ativo,18119000,1,18,18200000,-2.80940,-54.29940,0.00
641,ALMEIRIM,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ALMEIRIM-PA,RIO SOLIMÕES/AMAZONAS,RHN,Ativo,18390000,1,18,10001000,-1.53280,-52.57690,0.00
642,PCH CULUENE MONTANTE,00754 - PRIMAVERA - Primavera Energia S.A,00754 - PRIMAVERA - Primavera Energia S.A,PARANATINGA-MT,RIO CULUENE,Setor Elétrico,Ativo,18407500,1,18,18510000,-14.63170,-53.92420,486.00
643,PCH CULUENE BARRAMENTO,00754 - PRIMAVERA - Primavera Energia S.A,00754 - PRIMAVERA - Primavera Energia S.A,PRIMAVERA DO LESTE-MT,RIO CULUENE,Setor Elétrico,Ativo,18408000,1,18,18510000,-14.63330,-53.91280,470.00
644,PCH CULUENE JUSANTE 1,00754 - PRIMAVERA - Primavera Energia S.A,00754 - PRIMAVERA - Primavera Energia S.A,PARANATINGA-MT,RIO CULUENE,Setor Elétrico,Ativo,18408500,1,18,18510000,-14.62970,-53.90970,461.00
645,PASSAGEM DA BR-309,00108 - HYDROCONSULT - HYDROCONSULT,00001 - ANA - Agência Nacional de Águas ,PARANATINGA-MT,RIO CULUENE,RHN,Ativo,18409000,1,18,18510000,-14.61110,-53.99860,570.00
646,PCH CULUENE JUSANTE 2,00754 - PRIMAVERA - Primavera Energia S.A,00754 - PRIMAVERA - Primavera Energia S.A,PARANATINGA-MT,RIO CULUENE,Setor Elétrico,Ativo,18409350,1,18,18510000,-14.57440,-53.69670,434.00
647,PCH PARANATINGA I MONTANTE I,00419 - PARANATINGA - Paranatinga Energia S.A,00419 - PARANATINGA - Paranatinga Energia S.A,PARANATINGA-MT,RIBEIRÃO MARIA,Setor Elétrico,Ativo,18409450,1,18,18512500,-14.03780,-53.40560,362.00
648,PCH PARANATINGA II BARRAMENTO,00419 - PARANATINGA - Paranatinga Energia S.A,00419 - PARANATINGA - Paranatinga Energia S.A,CAMPINÁPOLIS-MT,RIO CULUENE,Setor Elétrico,Ativo,18409600,1,18,18510000,-13.85170,-53.25580,343.00
649,PCH PARANATINGA II JUSANTE,00419 - PARANATINGA - Paranatinga Energia S.A,00419 - PARANATINGA - Paranatinga Energia S.A,CAMPINÁPOLIS-MT,RIO CULUENE,Setor Elétrico,Ativo,18409650,1,18,18510000,-13.84750,-53.25970,326.00
650,POUSADA MATRINXA,00108 - HYDROCONSULT - HYDROCONSULT,00001 - ANA - Agência Nacional de Águas ,CANARANA-MT,RIO CULUENE,RHN,Ativo,18415000,1,18,18510000,-13.56920,-53.07610,323.00
651,FAZENDA ITAGUAÇU,00108 - HYDROCONSULT - HYDROCONSULT,00001 - ANA - Agência Nacional de Águas ,PARANATINGA-MT,RIO RONURO,RHN,Ativo,18420000,1,18,18530000,-13.14080,-54.44530,317.00
652,FOZ RONURO,00108 - HYDROCONSULT - HYDROCONSULT,00001 - ANA - Agência Nacional de Águas ,FELIZ NATAL-MT,RIO RONURO,RHN,Ativo,18421000,1,18,18530000,-12.36920,-54.13830,0.00
653,PONTE MT 423 RIO AZUL,00091 - SEMA-MT - SEMA-MT,00091 - SEMA-MT - SEMA-MT,CLAÚDIA-MT,RIO AZUL,RHN,Ativo,18421600,1,18,18540070,-11.47170,-54.99390,0.00
654,RIACHO DE DEUS,00108 - HYDROCONSULT - HYDROCONSULT,00001 - ANA - Agência Nacional de Águas ,MARCELÂNDIA-MT,RIO MANISSAUA - MIÇU,RHN,Ativo,18422000,1,18,18540100,-11.12720,-54.47670,280.00
655,PCH ARS MONTANTE,00659 - TECNOVOLT - Tecnovolt Centrais Elétricas S.A,00659 - TECNOVOLT - Tecnovolt Centrais Elétricas S.A,NOVA UBIRATÃ-MT,RIO ATELCHU OU VAN DEN STEINEN,Setor Elétrico,Ativo,18422400,1,18,18531200,-13.14830,-54.83560,331.50
656,PCH ARS BARRAMENTO,00659 - TECNOVOLT - Tecnovolt Centrais Elétricas S.A,00659 - TECNOVOLT - Tecnovolt Centrais Elétricas S.A,NOVA UBIRATÃ-MT,RIO ATELCHU OU VAN DEN STEINEN,Setor Elétrico,Ativo,18422480,1,18,18531200,-13.09830,-54.81810,331.50
657,PCH ARS JUSANTE 1,00659 - TECNOVOLT - Tecnovolt Centrais Elétricas S.A,00659 - TECNOVOLT - Tecnovolt Centrais Elétricas S.A,NOVA UBIRATÃ-MT,RIO ATELCHU OU VAN DEN STEINEN,Setor Elétrico,Ativo,18422500,1,18,18531200,-13.09750,-54.81830,331.50
658,PCH ARS JUSANTE 2,00659 - TECNOVOLT - Tecnovolt Centrais Elétricas S.A,00659 - TECNOVOLT - Tecnovolt Centrais Elétricas S.A,NOVA UBIRATÃ-MT,RIO ATELCHU OU VAN DEN STEINEN,Setor Elétrico,Ativo,18422600,1,18,18531200,-12.78470,-54.68060,400.00
659,FAZENDA SÃO JUDAS TADEU,00091 - SEMA-MT - SEMA-MT,00091 - SEMA-MT - SEMA-MT,CANARANA-MT,RIO SETE DE SETEMBRO,RHN,Ativo,18423400,1,18,18520000,-13.50060,-52.41170,0.00
660,MT-442,00108 - HYDROCONSULT - HYDROCONSULT,00091 - SEMA-MT - SEMA-MT,SANTA CARMEM-MT,RIO TARTARUGA,RHN,Ativo,18425200,1,18,18531000,-11.92830,-54.99830,0.00
661,SANTA CRUZ DO SUIA,00108 - HYDROCONSULT - HYDROCONSULT,00001 - ANA - Agência Nacional de Águas ,QUERÊNCIA-MT,RIO SUIA-MIÇU,RHN,Ativo,18428000,1,18,18540000,-12.62190,-52.05890,305.00
662,RIO COMANDANTE FONTOURA,00108 - HYDROCONSULT - HYDROCONSULT,00001 - ANA - Agência Nacional de Águas ,SÃO JOSÉ DO XINGU-MT,RIO COMANDANTE FONTOURA,RHN,Ativo,18435000,1,18,18540500,-10.55470,-52.18330,259.00
663,BOA SORTE,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO FÉLIX DO XINGÚ-PA,RIO XINGU,RHN,Ativo,18460000,1,18,18500000,-6.73580,-51.99530,0.00
664,BOA SORTE,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO FÉLIX DO XINGÚ-PA,RIO XINGU,CotaOnline,Ativo,18460000,1,18,18500000,-6.73580,-51.99530,0.00
665,FAZENDA RIO DOURADO,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,CUMARU DO NORTE-PA,RIO FRESCO,RHN,Ativo,18480000,1,18,18550000,-8.32690,-51.46030,0.00
666,BOA ESPERANÇA,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO FÉLIX DO XINGÚ-PA,RIO FRESCO,RHN,Ativo,18500000,1,18,18550000,-6.74530,-51.77360,0.00
667,BOA ESPERANÇA,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO FÉLIX DO XINGÚ-PA,RIO FRESCO,CotaOnline,Ativo,18500000,1,18,18550000,-6.74530,-51.77360,0.00
668,LARANJEIRAS,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ALTAMIRA-PA,RIO IRIRI,CotaOnline,Ativo,18600000,1,18,18570000,-5.69670,-54.24560,0.00
669,PCH SALTO BURITI MONTANTE 2,00339 - BURITI - Buriti Energia S.A,00339 - BURITI - Buriti Energia S.A,ALTAMIRA-PA,RIO CURUÁ,Setor Elétrico,Ativo,18620800,1,18,18572200,-9.03080,-54.94250,480.92
670,PCH SALTO BURITI MONTANTE 1,00339 - BURITI - Buriti Energia S.A,00339 - BURITI - Buriti Energia S.A,ALTAMIRA-PA,RIO CURUÁ,Setor Elétrico,Ativo,18620900,1,18,18572200,-8.90720,-54.95580,444.55
671,PCH SALTO BURITI RIO ESCORPIÃO,00339 - BURITI - Buriti Energia S.A,00339 - BURITI - Buriti Energia S.A,ALTAMIRA-PA,RIO ESCORP,Setor Elétrico,Ativo,18620950,1,18,18572150,-8.89810,-54.98890,446.10
672,PCH SALTO BURITI BARRAMENTO,00339 - BURITI - Buriti Energia S.A,00339 - BURITI - Buriti Energia S.A,ALTAMIRA-PA,RIO CURUÁ,Setor Elétrico,Ativo,18621100,1,18,18572200,-8.76860,-54.95330,410.00
673,PCH SALTO CURUÁ BARRAMENTO,00265 - CURUÁ - Curuá Energia S.A.,00265 - CURUÁ - Curuá Energia S.A.,ALTAMIRA-PA,RIO CURUÁ,Setor Elétrico,Ativo,18621900,1,18,18572200,-8.74220,-54.96140,397.00
674,PCH SALTO CURUÁ JUSANTE,00265 - CURUÁ - Curuá Energia S.A.,00265 - CURUÁ - Curuá Energia S.A.,ALTAMIRA-PA,RIO CURUÁ,Setor Elétrico,Ativo,18622000,1,18,18572200,-8.73030,-54.96360,255.00
675,PCH SALTO TRÊS DE MAIO BARRAMENTO,00349 - EPA - Eletricidade Paraense Ltda.,00349 - EPA - Eletricidade Paraense Ltda.,ALTAMIRA-PA,RIO TRÊS D,Setor Elétrico,Ativo,18630000,1,18,18572170,-8.75000,-55.03250,433.00
676,PCH SALTO TRÊS DE MAIO JUSANTE,00349 - EPA - Eletricidade Paraense Ltda.,00349 - EPA - Eletricidade Paraense Ltda.,ALTAMIRA-PA,RIO TRÊS D,Setor Elétrico,Ativo,18630100,1,18,18572170,-8.72250,-55.01890,253.98
677,CAJUEIRO,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ALTAMIRA-PA,RIO CURUÁ,RHN,Ativo,18650000,1,18,18572200,-5.65000,-54.52080,0.00
678,PEDRA DO Ó,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ALTAMIRA-PA,RIO IRIRI,RHN,Ativo,18700000,1,18,18570000,-4.52780,-54.01250,0.00
679,UHE BELO MONTE BARRAMENTO INTERMEDIÁRIO,00594 - NORTE ENERGIA - Norte Energia S.A,00594 - NORTE ENERGIA - Norte Energia S.A,VITÓRIA DO XINGU-PA,RIO XINGU,Setor Elétrico,Ativo,18820900,1,18,18500000,-3.13110,-51.77190,100.00
680,UHE BELO MONTE MONTANTE,00594 - NORTE ENERGIA - Norte Energia S.A,00594 - NORTE ENERGIA - Norte Energia S.A,ALTAMIRA-PA,RIO XINGU,Setor Elétrico,Ativo,18821000,1,18,18500000,-3.58500,-52.33470,104.00
681,UHE BELO MONTE IGARAPÉ PANELAS,00594 - NORTE ENERGIA - Norte Energia S.A,00594 - NORTE ENERGIA - Norte Energia S.A,ALTAMIRA-PA,IGARAPÉ PANELAS,Setor Elétrico,Ativo,18849800,1,18,18580180,-3.23690,-52.23670,101.00
682,ALTAMIRA,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ALTAMIRA-PA,RIO XINGU,CotaOnline,Ativo,18850000,1,18,18500000,-3.21470,-52.21220,0.00
683,ALTAMIRA,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ALTAMIRA-PA,RIO XINGU,RHN,Ativo,18850000,1,18,18500000,-3.21470,-52.21220,0.00
684,UHE BELO MONTE IGARAPÉ ALTAMIRA,00594 - NORTE ENERGIA - Norte Energia S.A,00594 - NORTE ENERGIA - Norte Energia S.A,VITÓRIA DO XINGU-PA,IGARAPÉ ALTAMIRA,Setor Elétrico,Ativo,18850200,1,18,18580050,-3.20060,-52.20920,102.00
685,UHE BELO MONTE IGARAPÉ CUPIÚBA,00594 - NORTE ENERGIA - Norte Energia S.A,00594 - NORTE ENERGIA - Norte Energia S.A,ALTAMIRA-PA,IGARAPÉ CUPIÚBA,Setor Elétrico,Ativo,18850400,1,18,18580150,-3.15080,-52.22500,102.00
686,UHE BELO MONTE IGARAPÉ CIPÓ AMBÉ,00594 - NORTE ENERGIA - Norte Energia S.A,00594 - NORTE ENERGIA - Norte Energia S.A,ALTAMIRA-PA,IGARAPÉ CIPÓ AMBÉ,Setor Elétrico,Ativo,18850600,1,18,18580100,-3.12890,-52.22390,103.00
687,UHE BELO MONTE BARRAMENTO,00594 - NORTE ENERGIA - Norte Energia S.A,00594 - NORTE ENERGIA - Norte Energia S.A,VITÓRIA DO XINGU-PA,RIO XINGU,Setor Elétrico,Ativo,18864000,1,18,18500000,-3.42280,-51.96530,98.51
688,UHE BELO MONTE MANGUEIRAS,00594 - NORTE ENERGIA - Norte Energia S.A,00594 - NORTE ENERGIA - Norte Energia S.A,ALTAMIRA-PA,RIO XINGU,Setor Elétrico,Ativo,18865003,1,18,18500000,-3.45060,-51.96670,87.00
689,UHE BELO MONTE FOZ DO BACAJÁ,00594 - NORTE ENERGIA - Norte Energia S.A,00594 - NORTE ENERGIA - Norte Energia S.A,ANAPU-PA,RIO BACAJÁ,Setor Elétrico,Ativo,18867900,1,18,18580500,-3.53390,-51.70580,78.00
690,FAZENDA CIPAÚBA,00823 - VLF - VLF Serviços,00001 - ANA - Agência Nacional de Águas ,ANAPU-PA,RIO BACAJÁ,RHN,Ativo,18880000,1,18,18580500,-3.73140,-51.56750,0.00
