,BaciaCodigo,SubBaciaCodigo,Codigo,Nome
1,1,14,14260330,FURO MARACA
2,1,14,14261120,RIO OCONEI
3,1,14,14261200,RIO ÉRICO
4,1,14,14261210,IGARAPÉ AÇAÍ
5,1,14,14261500,IGARAPÉ PACA-SIBI
6,1,14,14262100,RIO TRAIDA
7,1,14,14262720,RIO ACARI
8,1,14,14262740,IGARAPÉ FLEXA
9,1,14,14262800,IGARAPÉ TIPIQUIRI
10,1,14,14262910,RIO CANARUANA
11,1,14,14263000,IGARAPÉ TRUARU
12,1,14,14263100,IGARAPÉ CHIRIRI
13,1,14,14263220,RIO TACUTU ESTE
14,1,14,14263300,RIO TIQUIRRE
15,1,14,14263400,RIO VAMUCUAU
16,1,14,14263420,IGARAPÉ MURUINA
17,1,14,14264110,IGARAPÉ ZAMIA
18,1,14,14264120,IGARAPÉ INFÂMIA
19,1,14,14264210,RIO PANARI
20,1,14,14264290,RIO QUINO
21,1,14,14264310,IGARAPÉ UAICUE
22,1,14,14264320,IGARAPÉ MAIUTZI
23,1,14,14264330,IGARAPÉ MARAUAI
24,1,14,14265110,IGARAPÉ PACOVAL
25,1,14,14265200,RIO AUAI GRANDE
26,1,14,14266300,IGARAPÉ BANHO
27,1,14,14266800,RIO IRAUE
28,1,14,14268450,IGARAPÉ MARARA
29,1,14,14268550,IGARAPÉ BOM JARDIM
30,1,14,14268700,IGARAPÉ DO NERI
31,1,14,14269500,PARANÃ ADAUAU
32,1,14,14271000,RIO JAUAPERI
33,1,14,14272520,IGARAPÉ CAMELÃO
34,1,14,14272700,RIO PAPAGAIO
35,1,14,14273100,RIO CAMANAU
36,1,14,14275100,RIO APUAU
37,1,14,14279000,RIO TARUMÃ-AÇU
38,1,15,15200000,RIO MADEIRA
39,1,15,15210000,RIO GUAPORÉ
40,1,15,15211000,CÓRREGO LAGOINHA
41,1,15,15211300,RIO GABRIEL ANTUNES
42,1,15,15211500,RIO DAS PEDRAS
43,1,15,15212000,RIO ALEGRE
44,1,15,15213010,CÓRREGO ATOLEIRO
45,1,15,15214010,CÓRREGO PINGUELA
46,1,15,15215020,RIBEIRÃO TERESINHA
47,1,15,15218230,RIO 17 DE FEVEREIRO
48,1,15,15220000,RIO SOTERIO
49,1,15,15221100,IGARAPÉ SÃO JOÃO
50,1,15,15221120,IGARAPÉ PICOLÉ
51,1,15,15223200,IGARAPÉ SÃO SIMÃO
52,1,15,15224000,RIO COTIA
53,1,15,15224100,RIO MUTUM-PARANA
54,1,15,15225500,RIO SÃO LOURENÇO
55,1,15,15226100,IGARAPÉ MAPARANA
56,1,15,15230200,IGARAPÉ BOM JARDIM
57,1,15,15230400,IGARAPÉ SANTA CRUZ
58,1,15,15230500,IGARAPÉ NOVA OLINDA
59,1,15,15230900,RIO MASSANGANA
60,1,15,15230920,IGARAPÉ BARREIRO
61,1,15,15231200,IGARAPÉ SÃO MARCOS
62,1,15,15231300,IGARAPÉ CAPIM
63,1,15,15232250,IGARAPÉ SÃO DOMINGOS
64,1,15,15232300,IGARAPÉ GRANDE
65,1,15,15233500,IGARAPÉ COLINAS
66,1,15,15240060,IGARAPÉ GUARANA
67,1,15,15240120,IGARAPÉ CANTINA
68,1,15,15240307,RIO ÁVILA
69,1,15,15240345,IGARAPÉ DO ENCONTRO
70,1,15,15240395,RIO LUIS D'ALINCOURT
71,1,15,15240405,CÓRREGO TRÊS DE NOVEMBRO
72,1,15,15240410,RIBEIRÃO DO CACAU
73,1,15,15240415,CÓRREGO PRIMAVERA
74,1,15,15240430,RIO CUMITAI
75,1,15,15240435,RIO APITA
76,1,15,15240460,IGARAPÉ NAZARÉ
77,1,15,15240504,RIO CUME TUQUE
78,1,15,15240508,RIO COUTO MAGALHÃES
79,1,15,15240546,RIO NOVO
80,1,15,15240574,IGARAPÉ ESPERANÇA
81,1,15,15240577,IGARAPÉ SÃO PAULO
82,1,15,15240598,RIO SÃO JOÃO
83,1,15,15240640,IGARAPÉ LIMÃOZINHO
84,1,15,15240700,IGARAPÉ URUA
85,1,15,15240800,RIO JACUNDÁ
86,1,15,15241050,IGARAPÉ JATOBÁ
87,1,15,15243000,IGARAPÉ JATURANA
88,1,15,15250100,RIO PRETO
89,1,15,15250350,IGARAPÉ DO ÍNDIO
90,1,15,15250370,IGARAPÉ DOS MACACOS
91,1,15,15250700,RIO JUQUI
92,1,15,15250800,RIO MAICI
93,1,15,15252100,IGARAPÉ ÁGUA AZUL
94,1,15,15260100,IGARAPÉ PACUTINGA
95,1,15,15260350,RIO MARACANÃ
96,1,15,15260450,IGARAPÉ LARANJAL
97,1,15,15260500,IGARAPÉ GRANDE
98,1,15,15260600,RIO PAXIÚBA
99,1,15,15260830,IGARAPÉ ITACUMA
100,1,15,15261020,RIO CARUMIXARU
101,1,15,15261120,CÓRREGO MANDAGUARI
102,1,15,15261130,RIBEIRÃO ÁGUA SUJA
103,1,15,15261310,RIO TENENTE MARQUES
104,1,15,15261330,RIBEIRÃO TOCARI
105,1,15,15261335,RIBEIRÃO DA DIVISA
106,1,15,15261460,IGARAPÉ TIROTEIO
107,1,15,15261512,IGARAPÉ VOLTA GRANDE
108,1,15,15261540,IGARAPÉ DA ALIANÇA
109,1,15,15261580,IGARAPÉ GRANDE
110,1,15,15262010,IGARAPÉ SUCURIJU
111,1,15,15262030,IGARAPÉ JATUARANINHA
112,1,16,16444000,IGARAPÉ AÇU
113,1,16,16448000,IGARAPÉ CANELA
114,1,16,16450000,PARANÃ MUCUARA
115,1,16,16460000,RIO MAUÉS-AÇÚ
116,1,16,16461000,RIO PARAUARI
117,1,16,16462000,IGARAPÉ PEDERNEIRAS
118,1,16,16462500,IGARAPÉ VINTEM
119,1,16,16463000,RIO PARACARI
120,1,16,16463400,IGARAPÉ TAPERA
121,1,16,16463800,IGARAPÉ JACUNDA
122,1,16,16464000,RIO AMANÃ
123,1,16,16464200,IGARAPÉ PRATA
124,1,16,16464400,RIO MONGUBA
125,1,16,16464600,IGARAPÉ UBIM
126,1,16,16465000,RIO PARACAICARA
127,1,16,16466000,IGARAPÉ LARANJAL
128,1,16,16466400,IGARAPÉ IPIRANGA
129,1,16,16466800,IGARAPÉ DO PACOVAL
130,1,16,16467000,IGARAPÉ ACAUERA
131,1,16,16467200,IGARAPÉ JUMA
132,1,16,16467400,IGARAPÉ JACUNDA
133,1,16,16467600,IGARAPÉ DO PEDRA
134,1,16,16468000,RIO URUPADI
135,1,16,16468300,LAGO SANTO
136,1,16,16468500,RIO CURAUAI
137,1,16,16468550,IGARAPÉ IPIRANGA
138,1,16,16468600,RIO MURITI
139,1,16,16469000,FURÃO DO LIMÃO
140,1,16,16470000,PARANÃ DO RAMOS
141,1,16,16475000,RIO MAUÉS-MIRIM
142,1,16,16485000,RIO ARAU
143,1,16,16485200,IGARAPÉ CAXUMBE
144,1,16,16485600,IGARAPÉ XURECA
145,1,16,16486000,PARANÃ DO MACAUNI
146,1,16,16486500,IGARAPÉ XIMBUI
147,1,16,16488000,PARANÃ DO CABRAL
148,1,16,16490000,RIO MAMURU
149,1,16,16492000,IGARAPÉ MAMURUZINHO
150,1,16,16494500,IGARAPÉ SÃO ROQUE
151,1,16,16496000,IGARAPÉ SABINAS
152,1,16,16498900,LAGO UIACURAPÁ
153,1,16,16499000,IGARAPÉ LARANJAL
154,1,16,16500000,RIO DE JURITI
155,1,16,16700000,RIO TROMBETAS
156,1,16,16701000,RIO POANA
157,1,16,16701500,RIO CARSONA
158,1,16,16701700,RIO CAMU
159,1,16,16710000,RIO ANAMU
160,1,16,16714500,RIO WANAMU
161,1,16,16715000,RIO MAHA
162,1,16,16717000,RIO TURUNA
163,1,16,16718000,RIO CATRAVA
164,1,16,16718200,IGARAPÉ DA SERRA
165,1,16,16718300,IGARAPÉ DO REBOJO
166,1,16,16718500,IGARAPÉ DO MEURA
167,1,16,16718700,IGARAPÉ TAJA
168,1,16,16720000,RIO VELHO
169,1,16,16724000,IGARAPÉ SAUIA
170,1,16,16730000,RIO CACHORRO
171,1,16,16731000,RIO DARAKITWA
172,1,16,16732000,RIO IMABU
173,1,16,16740000,RIO MAPUERA OU URUCURINA
174,1,16,16741000,RIO MORO
175,1,16,16743100,RIO TUTUMO
176,1,16,16743200,RIO URICURI
177,1,16,16743400,RIO ARACOO
178,1,16,16743600,RIO BARACUXI
179,1,16,16743700,IGARAPÉ CAXIMBO
180,1,16,16751000,IGARAPÉ CANDEEIRO
181,1,16,16752000,IGARAPÉ DO CAMARGO
182,1,16,16755000,RIO ACAPA
183,1,16,16760000,RIO CUMINA / EREPECURU / P.D'OESTE
184,1,16,16763100,RIO CURUPIM
185,1,16,16764000,RIO RIBEIRÃO
186,1,16,16764500,IGARAPÉ SÃO JOÃO
187,1,16,16765000,RIO 15 DE NOVEMBRO
188,1,16,16765400,IGARAPÉ SANTO ANTÔNIO
189,1,16,16765600,IGARAPÉ DO CAMPINHO
190,1,16,16765800,IGARAPÉ IMARARA
191,1,16,16766200,IGARAPÉ CUXARE
192,1,16,16766300,IGARAPÉ URUCURIANA
193,1,16,16766500,IGARAPÉ ÁGUA BRANCA
194,1,16,16766600,IGARAPÉ PENECOURO
195,1,16,16767000,IGARAPÉ ARIRANHA
196,1,16,16768200,IGARAPÉ ALAMBIQUE
197,1,16,16768400,IGARAPÉ JACUI
198,1,16,16769000,FURO JURUACA
199,1,16,16769500,RIO ACAPA
200,1,16,16770000,IGARAPÉ CAIPURU
201,1,16,16781100,IGARAPÉ MACAUARI
202,1,16,16781200,IGARAPÉ JATUARANA
203,1,16,16781350,IGARAPÉ GRANDE
204,1,16,16781400,IGARAPÉ GRANDE
205,1,16,16782000,RIO ROBACA
206,1,16,16782200,IGARAPÉ PIRAQUERA
207,1,16,16782500,IGARAPÉ CURIPONGA
208,1,16,16783000,RIO PIRATUCU
209,1,16,16783250,PARANÃ BOM JARDIM
210,1,16,16783300,IGARAPÉ ADUACA
211,1,16,16785000,IGARAPÉ DO SAPUCUA
212,1,16,16785500,IGARAPÉ DOS ANJOS
213,1,16,16786000,RIO JAMUNDÁ
214,1,17,17100000,RIO BRANCO
215,1,17,17100100,RIO TUCANDEIRA
216,1,17,17100210,IGARAPÉ ANTA
217,1,17,17101000,LAGO CURUAI
218,1,17,17110000,RIO CURUÁ
219,1,17,17111000,RIO CUMINAPANEMA
220,1,17,17111010,RIO CAPITARI
221,1,17,17112000,IGARAPÉ DO INFERNO
222,1,17,17114000,RIO MAMIA
223,1,17,17114010,IGARAPÉ MALOCA
224,1,17,17114020,IGARAPÉ GRANDE
225,1,17,17114030,IGARAPÉ INFERNO
226,1,17,17114040,IGARAPÉ APOLINARIO
227,1,17,17200000,RIO TAPAJÓS
228,1,17,17201000,RIO JURUENA
229,1,17,17210000,RIO DOS CABIXIS
230,1,17,17210100,RIO SECURI
231,1,17,17210150,RIO SABRAVINA
232,1,17,17210200,CÓRREGO PEDRA DE FOGO
233,1,17,17210250,RIO JUÍNA
234,1,17,17210300,CÓRREGO CABECEIRA DA AUGUSANTA
235,1,17,17210350,CÓRREGO CARANA
236,1,17,17210400,CÓRREGO SERRA AZUL
237,1,17,17210450,CÓRREGO MACACO PRETO
238,1,17,17210500,RIO JUNINHA
239,1,17,17210550,RIO ZORAXOCOREZA
240,1,17,17210600,RIO CAMARARE
241,1,17,17210650,CÓRREGO CAMAREZINHO
242,1,17,17210700,CÓRREGO PRIMAVERA
243,1,17,17210750,RIO DOZE DE OUTUBRO
244,1,17,17210800,CÓRREGO SÃO JOÃO
245,1,17,17210850,RIBEIRÃO NHAMBIQUARA
246,1,17,17210900,RIO IQUÊ
247,1,17,17211000,RIO PAPAGAIO
248,1,17,17211200,RIBEIRÃO DO BURITI
249,1,17,17211300,CÓRREGO ITAUINAZA
250,1,17,17211400,RIO SACRE
251,1,17,17211410,CÓRREGO TIMALATIA - SE
252,1,17,17211420,CÓRREGO ALHAÇO - SE
253,1,17,17211440,CÓRREGO BACAVAL
254,1,17,17211450,CÓRREGO BURITI
255,1,17,17211500,CÓRREGO DO JÚLIO
256,1,17,17211610,CÓRRREGO CABECEIRA DO OSSO
257,1,17,17211620,CÓRREGO JANEQUE - SUE
258,1,17,17211630,CÓRREGO ÁGUA QUENTE
259,1,17,17211800,RIO SAUEUINA
260,1,17,17211810,RIO DO CALOR
261,1,17,17212000,RIO DO SANGUE
262,1,17,17212100,CÓRREGO BELA VISANTA
263,1,17,17212110,RIBEIRÃO CANTAGALO
264,1,17,17212130,IGARAPÉ IGARAPEZINHO
265,1,17,17212200,RIO PONTE DE PEDRA
266,1,17,17212210,RIBEIRA FLOR
267,1,17,17212230,RIO MEMBECA
268,1,17,17212300,IGARAPÉ DO BENEDITO
269,1,17,17212310,RIO TREZE DE MAIO
270,1,17,17212410,CÓRREGO DO CARANDAZINHO
271,1,17,17212420,CÓRREGO DO CHIQUINHO
272,1,17,17212430,CÓRREGO DO TOLOSA
273,1,17,17212500,IGARAPÉ DO NARCI
274,1,17,17212510,RIO TENENTE NORONHA
275,1,17,17212530,IGARAPÉ DEOCLÉCIO
276,1,17,17212540,IGARAPÉ DO EUSÉBIO
277,1,17,17212550,RIBEIRÃO ANTÔNIO CORREIA
278,1,17,17212570,IGARAPÉ MARCOLINO
279,1,17,17220000,RIO ARINOS
280,1,17,17220100,CÓRREGO POTREIRO
281,1,17,17220200,RIBEIRÃO DO FORMOSO
282,1,17,17220300,CÓRREGO SANTA MARIA
283,1,17,17220400,CÓRREGO DAS PEDRAS
284,1,17,17220500,CÓRREGO PONTINHA
285,1,17,17220700,RIBEIRÃO GRANDE
286,1,17,17221000,RIO NOVO
287,1,17,17221050,CÓRREGO DA MALOCA
288,1,17,17221150,CÓRREGO DO MACACO
289,1,17,17221200,CÓRREGO TAPERA
290,1,17,17221260,CÓRREGO PILÃOZINHO
291,1,17,17221300,CÓRREGO ÁGUAS CLARAS
292,1,17,17221350,CÓRREGO DO RETIRO
293,1,17,17221450,CÓRREGO CAFODENGO
294,1,17,17221500,CÓRREGO ÁGUA FINA
295,1,17,17221550,CÓRREGO ÁGUA CLARA
296,1,17,17221650,IGARAPÉ GRANDE
297,1,17,17222000,CÓRREGO DAS PEDRAS
298,1,17,17222100,IGARAPÉ GRANDE
299,1,17,17222300,CÓRREGO CORRENTEZA
300,1,17,17222400,RIO PRETO
301,1,17,17222410,CÓRREGO ÁGUA FRIA
302,1,17,17222500,CÓRREGO GUARDA CANOA
303,1,17,17223000,CÓRREGO QUARENTANO
304,1,17,17223100,CÓRREGO ÁGUA CLARA
305,1,17,17223300,CÓRREGO CAFODENGO
306,1,17,17223400,RIO DOS PATOS
307,1,17,17223420,CÓRREGO MUTUM
308,1,17,17224000,RIO CLARO
309,1,17,17224050,RIBEIRÃO SANTO ANTÔNIO
310,1,17,17224150,CÓRREGO CHAPEU
311,1,17,17224200,CÓRREGO CAGADO
312,1,17,17224250,RIBEIRÃO ÁGUA VERDE
313,1,17,17224300,RIBEIRÃO SUMIDOURO
314,1,17,17224400,CÓRREGO ATALÁIA
315,1,17,17224450,RIBEIRÃO BURITIZAL
316,1,17,17224550,CÓRREGO ÁGUA BRANCA
317,1,17,17224600,RIBEIRÃO CABECEIRA COMPRIDA
318,1,17,17224900,RIO PARECIS
319,1,17,17225000,RIO COSME E DAMIÃO
320,1,17,17225100,RIBEIRÃO DO LAVRADOR
321,1,17,17225110,CÓRREGO DO ENCONTRO
322,1,17,17225130,CÓRREGO DAS ONÇAS
323,1,17,17225140,CÓRREGO SANTA CRUZ
324,1,17,17226000,CÓRREGO FORMOSO
325,1,17,17226200,RIO SÃO VENCESLAU
326,1,17,17226300,RIBEIRÃO TOMÉ DE FRANCA
327,1,17,17226400,RIO SÃO MIGUEL
328,1,17,17226600,RIBEIRÃO JOÃO VIEGAS
329,1,17,17226700,RIBEIRÃO SILVA FRANCA
330,1,17,17226800,RIBEIRÃO LANGS DOFF
331,1,17,17227100,RIBEIRÃO MESTRE FALCÃO
332,1,17,17227200,RIO DOS PEIXES
333,1,17,17227300,RIO APIACA
334,1,17,17227400,RIBEIRÃO SARARE
335,1,17,17227500,RIBEIRÃO ALEGRE
336,1,17,17228000,RIO CAIABIS
337,1,17,17230000,RIO CAPITÃO COSANTA PINHEIRO
338,1,17,17230100,RIO SÃO JOÃO DA BARRA
339,1,17,17230200,IGARAPÉ SANTO ANGELO
340,1,17,17230300,IGARAPÉ DAS FURNAS
341,1,17,17230400,IGARAPÉ SANTA IRIA
342,1,17,17230500,IGARAPÉ SANTA URSULA
343,1,17,17230600,IGARAPÉ SÃO FLORÊNCIO
344,1,17,17230700,IGARAPÉ SÃO SIMÃO
345,1,17,17230800,IGARAPÉ TODOS OS SANTOS
346,1,17,17230900,RIO SÃO TOMÉ
347,1,17,17230910,IGARAPÉ DO ANIL
348,1,17,17231000,IGARAPÉ DO CUPIDO
349,1,17,17231100,IGARAPÉ GOROBAL
350,1,17,17231200,IGARAPÉ DAS ALMAS
351,1,17,17231300,IGARAPÉ BARARATI
352,1,17,17240000,RIO TELES PIRES (OU SÃO MANUEL)
353,1,17,17240100,RIO PARANATINGA
354,1,17,17240110,CÓRREGO JACUTINGA
355,1,17,17240210,RIBEIRÃO DESENGANO
356,1,17,17240300,RIO AZUL
357,1,17,17240400,RIBEIRÃO VERMELHO
358,1,17,17240600,RIBEIRÃO DAS PIADAS
359,1,17,17240610,RIBEIRÃO JENIPAPOS
360,1,17,17240620,RIBEIRÃO BANANALZINHO
361,1,17,17240700,RIBEIRÃO DO DOUTOR
362,1,17,17240800,RIBEIRÃO ÁGUA FRIA
363,1,17,17241000,RIBEIRÃO TABATINGA
364,1,17,17241100,RIBEIRÃO BEIJA-FLOR
365,1,17,17241110,RIBEIRÃO DO CAIXÃO
366,1,17,17241130,CÓRREGO MATO GROSSO
367,1,17,17241140,CÓRREGO SERINGALZINHO
368,1,17,17241200,RIO MOROCO
369,1,17,17241220,CÓRREGO ÁGUA AZUL
370,1,17,17241230,CÓRREGO MACUCO
371,1,17,17241250,RIO LAVO SACO
372,1,17,17241260,CÓRREGO BURITIZINHO
373,1,17,17241270,CÓRREGO SUCURI
374,1,17,17241400,CÓRREGO VEADINHO
375,1,17,17241500,CÓRREGO CANGUINHA
376,1,17,17241600,RIO DO OURO
377,1,17,17241710,RIBEIRÃO IRMANDADE
378,1,17,17241720,RIBEIRÃO SERNAMBI
379,1,17,17241730,IGARAPÉ DA PRATA
380,1,17,17241800,RIO TENENTE LIRA
381,1,17,17241900,RIO CELESTE
382,1,17,17242000,RIO CAIABI
383,1,17,17242105,RIBEIRÃO ALEGRE
384,1,17,17242110,RIBEIRÃO DO MODERNO
385,1,17,17242120,RIBEIRÃO PAPAGAIO
386,1,17,17242125,RIBEIRÃO 25 DE AGOSANTO
387,1,17,17242130,RIBEIRÃO RANCHÃO
388,1,17,17242140,RIBEIRÃO JOSÉ GALDINO
389,1,17,17242145,RIBEIRÃO DA PIRANHA
390,1,17,17242150,RIBEIRÃO DO QUATA
391,1,17,17242160,RIBEIRÃO DA UNIÃO
392,1,17,17242200,RIO CURUPÍ
393,1,17,17242300,RIBEIRÃO ROQUETE
394,1,17,17242500,CÓRREGO DO GAVIÃO
395,1,17,17242600,RIBEIRÃO DA SAUDADE
396,1,17,17242800,CÓRREGO AVAÍ
397,1,17,17242900,CÓRREGO DAS GARÇAS
398,1,17,17243000,RIO PARADO
399,1,17,17243200,CÓRREGO CORA
400,1,17,17243300,RIBEIRÃO TUPI
401,1,17,17243400,RIO PEIXOTO DE AZEVEDO
402,1,17,17243425,RIO BRAÇO SUL
403,1,17,17243500,RIO NHANDU
404,1,17,17243700,CÓRREGO ARACARI
405,1,17,17243800,RIO CRISTALINO
406,1,17,17243900,RIBEIRÃO TAXIDERMISANTA
407,1,17,17244100,RIO BONFIM
408,1,17,17244200,RIO SÃO BENEDITO
409,1,17,17244300,RIO APIACÁS
410,1,17,17244500,RIO CURURU-AÇU
411,1,17,17244600,RIO SANTA ROSA
412,1,17,17244800,IGARAPÉ PRETO
413,1,17,17244900,IGARAPÉ DO BREU
414,1,17,17245000,IGARARAPE PRAIA VERMELHA
415,1,17,17250100,IGARAPÉ PANTANAL
416,1,17,17250200,IGARAPÉ AÇU
417,1,17,17251000,IGARAPÉ DAS PEDRAS
418,1,17,17251100,IGARAPÉ BAUNILHA
419,1,17,17251200,IGARAPÉ IPIXUNA
420,1,17,17251400,IGARAPÉ MUIUÇU OU BUIUÇU
421,1,17,17252000,RIO CADARIRI
422,1,17,17252010,RIO LESTE
423,1,17,17252100,RIO CABITURA
424,1,17,17252200,IGARAPÉ DO BURITI
425,1,17,17252300,IGARAPÉ MUTUM
426,1,17,17252410,RIO CABRUA
427,1,17,17252420,IGARAPÉ ARI
428,1,17,17252440,IGARAPÉ DOS PRETOS
429,1,17,17252450,IGARAPÉ PACUZINHO
430,1,17,17252460,IGARAPÉ DA DÚVIDA
431,1,17,17252480,IGARAPÉ DO CENTRINHO
432,1,17,17252500,RIO PACÚ
433,1,17,17252600,IGARAPÉ DO LIMÃO
434,1,17,17253100,IGARAPÉ MALOCA
435,1,17,17253200,IGARAPÉ PINDOBAL
436,1,17,17253300,IGARAPÉ CANTAGALO
437,1,17,17253410,RIO MARUPA
438,1,17,17253420,RIO CREPORIZINHO
439,1,12,12200200,IGARAPÉ TABOCAL
440,1,19,19000148,RIO MIJURIM
441,1,12,12210100,RIO AMONINHA
442,1,19,19000140,RIO CÂMARA
443,1,19,19502027,IGARAPÉ VAIVEM
444,1,19,19502030,IGARAPÉ MAPUAZINHO
445,1,19,19502035,IGARAPÉ PEQUIA
446,1,19,19502045,FURO RETIRO
447,1,19,19502050,IGARAPÉ TAPIA GRANDE
448,1,19,19502100,RIO PARNAUBA
449,1,19,19502300,RIO MUTUACA
450,1,19,19502320,IGARAPÉ DEFUNTINHO
451,1,19,19502350,IGARAPÉ ACAITUBA
452,1,19,19502400,RIO SÃO DOMINGOS
453,1,19,19502500,RIO PIRIA
454,1,19,19502520,IGARAPÉ PAPUDO
455,1,19,19502550,RIO MUCUTA
456,1,19,19502600,RIO ARATICU
457,1,19,19502800,RIO BRANCO
458,1,19,19502900,RIO DO OEIRAS
459,1,19,19503100,RIO CANATICU
460,1,19,19503200,RIO CUPIJO
461,1,19,19503300,RIO CUPIJO
462,1,19,19503450,RIO PUCUJUTA
463,1,19,19503500,RIO PACUJUTA
464,1,19,19503550,RIO PRACUUBA-MIRI
465,1,19,19503700,RIO PRACUUBA
466,1,19,19503800,RIO GUAJARÁ
467,1,19,19503860,RIO INAMARU
468,1,19,19503900,RIO MUANA
469,1,19,19504000,RIO AFUÁ
470,1,19,19504150,IGARAPÉ JACAREQUARA
471,1,19,19504200,RIO TAUÁ
472,1,19,19504350,IGARAPÉ MARIAI
473,1,19,19504400,RIO PIRITA / PARITA
474,1,19,19504500,RIO ANABIJU
475,1,19,19505000,RIO JACARRE
476,1,19,19505500,RIO GANHOÃO
477,1,19,19506500,RIO ARARAQUARA
478,1,19,19507000,RIO CURURU
479,1,19,19507500,RIO JURARA
480,1,19,19510000,RIO ANAJÁS
481,1,19,19511000,RIO MOÇÕES
482,1,19,19511200,CANAL DAS MOÇÕES
483,1,19,19512000,IGARAPÉ PURU
484,1,19,19513000,RIO GUAJARÁ
485,1,19,19513500,RIO JURARA
486,1,19,19513600,RIO CHARAPUCU
487,1,19,19514000,RIO CAJARI
488,1,19,19514900,FURO CHARAPUCU
489,1,19,19515000,RIO PRETO
490,1,19,19516500,RIO ARAMA GRANDE
491,1,19,19516800,FURO MATAMATA
492,1,19,19516900,BRAÇO ESQUERDO DO MAPUA
493,1,19,19516990,IGARAPÉ MARITUBA
494,1,19,19517000,RIO MAPUÃ
495,1,19,19517120,IGARAPÉ PAU-ROSA
496,1,19,19517250,IGARAPÉ SÃO REMÉDIO
497,1,19,19517300,IGARAPÉ CUPIJUBA
498,1,19,19517400,IGARAPÉ RETIRO
499,1,19,19517450,IGARAPÉ PÃO DE ROSA
500,1,19,19517500,IGARAPÉ APOLINÁRIO
501,1,19,19517650,IGARAPÉ CARDOSO
502,1,19,19517700,IGARAPÉ DUAS BOCAS
503,1,19,19517750,IGARAPÉ BOA VISANTA
504,1,19,19517770,IGARAPÉ QUATI
505,1,19,19517800,IGARAPÉ CHIQUEIRO
506,1,19,19517840,IGARAPÉ MARIZAL
507,1,19,19517850,RIO CAXINDUBA
508,1,19,19517900,RIO MAPUÃ-MIRIM
509,1,19,19517920,RIO JACAMIM
510,1,19,19517950,RIO MATAMATAZINHO
511,1,19,19518000,FURO DOS MACACOS
512,1,19,19518100,PARANÃ DAS CUTIAS
513,1,19,19518150,RIO LIMÃO
514,1,19,19518200,FURO DA RAPARIGA
515,1,19,19518240,IGARAPÉ UXI
516,1,19,19518260,FURO TIJUCAQUARA
517,1,19,19518450,IGARAPÉ VEADO
518,1,19,19518520,IGARAPÉ CARIA
519,1,19,19518530,IGARAPÉ UMARITUBA
520,1,19,19518540,IGARAPÉ FARINHEIRO
521,1,19,19518600,RIO PUXADOR
522,1,19,19518620,IGARAPÉ CASCO
523,1,19,19518640,IGARAPÉ REPARTIMENTO
524,1,19,19518650,RIO MACAQUINHOS
525,1,19,19518655,IGARAPÉ CRISPIM
526,1,19,19518665,IGARAPÉ FERREIRO
527,1,19,19518680,IGARAPÉ SATURNILHO
528,1,19,19518685,IGARAPÉ GRANDE
529,1,19,19518691,IGARAPÉ SÃO BENTO
530,1,19,19518695,RIO TAURAÇU
531,1,19,19518697,IGARAPÉ URUBU
532,1,19,19518700,RIO AJARA
533,1,19,19518720,IGARAPÉ CHIQUEIRO
534,1,19,19518760,IGARAPÉ RAIMUNDO
535,1,19,19518770,IGARAPÉ IGARA
536,1,19,19518780,IGARAPÉ AJARA-MIRIM
537,1,19,19518795,IGARAPÉ CAFUZ
538,1,19,19518800,RIO MAJUIM
539,1,19,19518950,IGARAPÉ SINUPA
540,1,19,19518960,FURO SAMAUMA
541,1,19,19519000,RIO DE BREVES
542,1,19,19520000,LAGO ARARI
543,1,19,19520400,IGARAPÉ DAS ALMAS
544,1,19,19520500,RIO ARARI
545,1,19,19520800,RIO GUARAPI
546,1,19,19520900,LAGO GUAJARÁ
547,1,19,19521000,RIO SÃO JOSÉ
548,1,19,19522000,RIO MAUÁ
549,1,19,19530000,RIO CÂMARA
550,1,19,19531000,RIO SÃO MIGUEL
551,1,19,19532000,RIO PARACAUTI
552,1,19,19533000,RIO CAMBU
553,1,19,19534000,RIO ARARAQUARA
554,1,19,19536000,LAGO DA TARTARUGA
555,1,19,19537000,RIO GANHOÃO
556,1,19,19550000,RIO ALTO ANAPU
557,1,19,19600100,RIO TUERÉ
558,1,19,19600200,RIO MUIRAPIRANGA
559,1,19,19600400,IGARAPÉ FLEXAL
560,1,19,19600500,RIO PRACUPI
561,1,19,19600700,RIO CARIATUBA
562,1,19,19600800,IGARAPÉ TAPACU
563,1,19,19610000,RIO CAXIUANA
564,1,19,19612000,IGARAPÉ IPIXUNA
565,1,19,19613000,RIO JOCOPO
566,1,19,19615000,RIO MURUPUCU
567,1,19,19616000,RIO PUCURUI
568,1,19,19617000,RIO MARAJOI
569,1,19,19619000,RIO GATO
570,1,19,19620000,FURO BAQUIA BRANCO
571,1,19,19622000,FURO DA LAGUNA
572,1,19,19623000,RIO DA LAGUNA
573,1,19,19624000,RIO PRETO
574,1,19,19626000,RIO CURUPAU
575,1,19,19627000,RIO ANAPU
576,1,19,19629000,RIO CURUARI
577,1,19,19630000,FURO MUJIRUM
578,1,19,19631000,FURO TAJAPURU
579,1,19,19631510,IGARAPÉ PIMENTEL
580,1,19,19631610,IGARAPÉ TAMBURURI
581,1,19,19636000,RIO JACARÉ
582,1,19,19636700,FURO JABURU
