RegistroID,Importado,Temporario,Removido,ImportadoRepetido,EstadoCodigo,Codigo,CodigoIBGE,Nome,DataIns,DataAlt,RespAlt
14760,0,0,0,0,11,11051000,2505105,CUITÉ,10/07/2020,,6
14761,0,0,0,0,11,11052000,2505204,CUITEGI,10/07/2020,,6
14762,0,0,0,0,11,11054000,2505402,DESTERRO,10/07/2020,,6
14763,0,0,0,0,11,11056000,2505600,DIAMANTE,10/07/2020,,6
14764,0,0,0,0,11,11057000,2505709,DONA INÊS,10/07/2020,,6
14765,0,0,0,0,11,11059000,2505907,EMAS,10/07/2020,,6
14766,0,0,0,0,11,11060000,2506004,ESPERANÇA,10/07/2020,,6
14767,0,0,0,0,11,11062000,2506202,FREI MARTINHO,10/07/2020,,6
14768,0,0,0,0,11,11063000,2506301,GUARABIRA,10/07/2020,,6
14769,0,0,0,0,11,11065000,2506509,GURJÃO,10/07/2020,,6
14770,0,0,0,0,11,11066000,2506608,IBIARA,10/07/2020,,6
14771,0,0,0,0,11,11067000,2506707,IMACULADA,10/07/2020,,6
14772,0,0,0,0,11,11069000,2506905,ITABAIANA,10/07/2020,,6
14773,0,0,0,0,11,11070000,2507002,ITAPORANGA,10/07/2020,,6
14774,0,0,0,0,11,11072000,2507200,ITATUBA,10/07/2020,,6
14775,0,0,0,0,11,11073000,2507309,JACARAÚ,10/07/2020,,6
14776,0,0,0,0,11,11075000,2507507,JOÃO PESSOA,10/07/2020,,6
14777,0,0,0,0,11,11076000,2507606,JUAREZ TÁVORA,10/07/2020,,6
14778,0,0,0,0,11,11078000,2507804,JUNCO DO SERIDÓ,10/07/2020,,6
14779,0,0,0,0,11,11079000,2507903,JURIPIRANGA,10/07/2020,,6
14780,0,0,0,0,11,11081000,2508109,LAGOA,10/07/2020,,6
14781,0,0,0,0,11,11082000,2508208,LAGOA DE DENTRO,10/07/2020,,6
14782,0,0,0,0,11,11084000,2508406,LASTRO,10/07/2020,,6
14783,0,0,0,0,11,11085000,2508505,LIVRAMENTO,10/07/2020,,6
14784,0,0,0,0,11,11086000,2508604,LUCENA,10/07/2020,,6
14785,0,0,0,0,11,11088000,2508802,MALTA,10/07/2020,,6
14786,0,0,0,0,11,11089000,2508901,MAMANGUAPE,10/07/2020,,6
14787,0,0,0,0,11,11091000,2509107,MARI,10/07/2020,,6
14788,0,0,0,0,11,11092000,2509206,MASSARANDUBA,10/07/2020,,6
14789,0,0,0,0,11,11094000,2509404,MOGEIRO,10/07/2020,,6
14790,0,0,0,0,11,11095000,2509503,MONTADAS,10/07/2020,,6
14791,0,0,0,0,11,11097000,2509701,MONTEIRO,10/07/2020,,6
14792,0,0,0,0,11,11098000,2509800,MULUNGU,10/07/2020,,6
14793,0,0,0,0,11,11099000,2509909,NATUBA,10/07/2020,,6
14794,0,0,0,0,11,11101000,2510105,NOVA FLORESTA,10/07/2020,,6
14795,0,0,0,0,11,11102000,2510204,NOVA OLINDA,10/07/2020,,6
14796,0,0,0,0,11,11103000,2510303,NOVA PALMEIRA,10/07/2020,,6
14797,0,0,0,0,11,11104000,2510402,OLHO D'ÁGUA,10/07/2020,,6
14798,0,0,0,0,11,11105000,2510501,OLIVEDOS,10/07/2020,,6
14799,0,0,0,0,11,11106000,2581060,OURO VELHO,10/07/2020,,6
14800,0,0,0,0,11,11107000,2510709,PASSAGEM,10/07/2020,,6
14801,0,0,0,0,11,11108000,2510808,PATOS,10/07/2020,,6
14802,0,0,0,0,11,11109000,2510907,PAULISTA,10/07/2020,,6
14803,0,0,0,0,11,11110000,2511004,PEDRA BRANCA,10/07/2020,,6
14804,0,0,0,0,11,11111000,2511103,PEDRA LAVRADA,10/07/2020,,6
14805,0,0,0,0,11,11112000,2511202,PEDRAS DE FOGO,10/07/2020,,6
14806,0,0,0,0,11,11113000,2511301,PIANCÓ,10/07/2020,,6
14807,0,0,0,0,11,11114000,2511400,PICUÍ,10/07/2020,,6
14808,0,0,0,0,11,11115000,2511509,PILAR,10/07/2020,,6
14809,0,0,0,0,11,11116000,2511608,PILÕES,10/07/2020,,6
14810,0,0,0,0,11,11117000,2511707,PILÕEZINHOS,10/07/2020,,6
14811,0,0,0,0,11,11118000,2511806,PIRPIRITUBA,10/07/2020,,6
14812,0,0,0,0,11,11119000,2511905,PITIMBU,10/07/2020,,6
14813,0,0,0,0,11,11120000,2512002,POCINHOS,10/07/2020,,6
14814,0,0,0,0,11,11121000,2512101,POMBAL,10/07/2020,,6
14815,0,0,0,0,11,11122000,2512200,PRATA,10/07/2020,,6
14816,0,0,0,0,11,11123000,2512309,PRINCESA ISABEL,10/07/2020,,6
14817,0,0,0,0,11,11124000,2512408,PUXINANÃ,10/07/2020,,6
14818,0,0,0,0,11,11125000,2512507,QUEIMADAS,10/07/2020,,6
14819,0,0,0,0,9,9024000,2302404,BOA VIAGEM,10/07/2020,,6
14820,0,0,0,0,11,11127000,2512705,REMÍGIO,10/07/2020,,6
14821,0,0,0,0,11,11128000,2512804,RIACHO DOS CAVALOS,10/07/2020,,6
14822,0,0,0,0,11,11130000,2513000,SALGADINHO,10/07/2020,,6
14823,0,0,0,0,11,11131000,2513109,SALGADO DE SÃO FÉLIX,10/07/2020,,6
14824,0,0,0,0,11,11133000,2513307,SANTA HELENA,10/07/2020,,6
14825,0,0,0,0,11,11134000,2513406,SANTA LUZIA,10/07/2020,,6
14826,0,0,0,0,11,11136000,2513604,SANTANA DOS GARROTES,10/07/2020,,6
14827,0,0,0,0,11,11137000,2513802,SANTA TERESINHA,10/07/2020,,6
14828,0,0,0,0,11,11139000,2513901,SÃO BENTO,10/07/2020,,6
14829,0,0,0,0,11,11140500,2500700,SÃO JOÃO DO RIO DO PEIXE,10/07/2020,,6
14830,0,0,0,0,11,11141000,2514107,SÃO JOÃO DO TIGRE,10/07/2020,,6
14831,0,0,0,0,11,11142000,2514206,SÃO JOSÉ DA LAGOA TAPADA,10/07/2020,,6
14832,0,0,0,0,11,11144000,2514404,SÃO JOSÉ DE ESPINHARAS,10/07/2020,,6
14833,0,0,0,0,11,11145000,2514503,SÃO JOSÉ DE PIRANHAS,10/07/2020,,6
14834,0,0,0,0,11,11146000,2514651,SÃO JOSÉ DO BREJO DA CRUZ,10/07/2020,,6
14835,0,0,0,0,11,11148000,2514800,SÃO JOSÉ DOS CORDEIROS,10/07/2020,,6
14836,0,0,0,0,11,11149000,2514909,SÃO MAMEDE,10/07/2020,,6
14837,0,0,0,0,11,11150000,2515005,SÃO MIGUEL DE TAIPU,10/07/2020,,6
14838,0,0,0,0,11,11152000,2515203,SÃO SEBASTIÃO DO UMBUZEIRO,10/07/2020,,6
14839,0,0,0,0,11,11152500,2515302,SAPÉ,10/07/2020,,6
14840,0,0,0,0,11,11153000,2515401,SÃO VICENTE DO SERIDÓ,10/07/2020,,6
14841,0,0,0,0,11,11156000,2515609,SERRA DA RAIZ,10/07/2020,,6
14842,0,0,0,0,11,11157000,2515708,SERRA GRANDE,10/07/2020,,6
14843,0,0,0,0,11,11158000,2515807,SERRA REDONDA,10/07/2020,,6
14844,0,0,0,0,11,11160000,2516003,SOLÂNEA,10/07/2020,,6
14845,0,0,0,0,11,11161000,2516102,SOLEDADE,10/07/2020,,6
14846,0,0,0,0,11,11163000,2516300,SUMÉ,10/07/2020,,6
14847,0,0,0,0,11,11165000,2516508,TAPEROÁ,10/07/2020,,6
14848,0,0,0,0,11,11167000,2516706,TEIXEIRA,10/07/2020,,6
14849,0,0,0,0,11,11168000,2516805,TRIUNFO,10/07/2020,,6
14850,0,0,0,0,11,11170000,2517001,UMBUZEIRO,10/07/2020,,6
14851,0,0,0,0,11,11171000,2517100,VÁRZEA,10/07/2020,,6
14852,0,0,0,0,12,12001000,2600104,AFOGADOS DA INGAZEIRA,10/07/2020,,6
14853,0,0,0,0,12,12002000,2600203,AFRÂNIO,10/07/2020,,6
14854,0,0,0,0,12,12003000,2600302,AGRESTINA,10/07/2020,,6
14855,0,0,0,0,12,12005000,2600500,ÁGUAS BELAS,10/07/2020,,6
14856,0,0,0,0,12,12006000,2600609,ALAGOINHA,10/07/2020,,6
14857,0,0,0,0,12,12008000,2600807,ALTINHO,10/07/2020,,6
14858,0,0,0,0,12,12009000,2600906,AMARAGI,10/07/2020,,6
14859,0,0,0,0,12,12011000,2601102,ARARIPINA,10/07/2020,,6
14860,0,0,0,0,12,12012000,2601201,ARCOVERDE,10/07/2020,,6
14861,0,0,0,0,12,12015000,2601508,BELÉM DE MARIA,10/07/2020,,6
14862,0,0,0,0,12,12016000,2601607,BELÉM DE SÃO FRANCISCO,10/07/2020,,6
14863,0,0,0,0,12,12018000,2601805,BETÂNIA,10/07/2020,,6
14864,0,0,0,0,12,12019000,2601904,BEZERROS,10/07/2020,,6
14865,0,0,0,0,12,12020000,2602001,BODOCÓ,10/07/2020,,6
14866,0,0,0,0,12,12022000,2602209,BOM JARDIM,10/07/2020,,6
14867,0,0,0,0,12,12023000,2602308,BONITO,10/07/2020,,6
14868,0,0,0,0,12,12025000,2602506,BREJINHO,10/07/2020,,6
14869,0,0,0,0,12,12026000,2602605,BREJO DA MADRE DE DEUS,10/07/2020,,6
14870,0,0,0,0,12,12028000,2602803,BUÍQUE,10/07/2020,,6
14871,0,0,0,0,12,12029000,2602902,CABO DE SANTO AGOSTINHO,10/07/2020,,6
14872,0,0,0,0,12,12030000,2603009,CABROBÓ,10/07/2020,,6
14873,0,0,0,0,12,12032000,2603207,CAETÉS,10/07/2020,,6
14874,0,0,0,0,12,12033000,2603306,CALÇADO,10/07/2020,,6
14875,0,0,0,0,12,12034400,2603454,CAMARAGIBE,10/07/2020,,6
14876,0,0,0,0,12,12035000,2603504,CAMOCIM DE SÃO FÉLIX,10/07/2020,,6
14877,0,0,0,0,12,12037000,2603702,CANHOTINHO,10/07/2020,,6
14878,0,0,0,0,12,12038000,2603801,CAPOEIRAS,10/07/2020,,6
14879,0,0,0,0,12,12039000,2603900,CARNAIBA,10/07/2020,,6
14880,0,0,0,0,12,12040000,2604007,CARPINA,10/07/2020,,6
14881,0,0,0,0,12,12041000,2604106,CARUARU,10/07/2020,,6
14882,0,0,0,0,12,12042000,2604205,CATENDE,10/07/2020,,6
14883,0,0,0,0,12,12044000,2604403,CHÃ DE ALEGRIA,10/07/2020,,6
14884,0,0,0,0,12,12045000,2604502,CHÃ GRANDE,10/07/2020,,6
14885,0,0,0,0,12,12047000,2604700,CORRENTES,10/07/2020,,6
14886,0,0,0,0,12,12048000,2604809,CORTES,10/07/2020,,6
14887,0,0,0,0,12,12050000,2605004,CUPIRA,10/07/2020,,6
14888,0,0,0,0,12,12051000,2605103,CUSTÓDIA,10/07/2020,,6
14889,0,0,0,0,12,12052000,2605202,ESCADA,10/07/2020,,6
14890,0,0,0,0,12,12053000,2605301,EXÚ,10/07/2020,,6
14891,0,0,0,0,12,12054500,2605459,FERNANDO DE NORONHA,10/07/2020,,6
14892,0,0,0,0,12,12055000,2605509,FERREIROS,10/07/2020,,6
14893,0,0,0,0,12,12057000,2605707,FLORESTA,10/07/2020,,6
14894,0,0,0,0,12,12058000,2605806,FREI MIGUELINHO,10/07/2020,,6
14895,0,0,0,0,12,12060000,2606002,GARANHUNS,10/07/2020,,6
14896,0,0,0,0,12,12061000,2606101,GLÓRIA DO GOITÁ,10/07/2020,,6
14897,0,0,0,0,12,12062000,2606200,GOIANA,10/07/2020,,6
14898,0,0,0,0,12,12064000,2606408,GRAVATÁ,10/07/2020,,6
14899,0,0,0,0,12,12065000,2606507,IATI,10/07/2020,,6
14900,0,0,0,0,12,12067000,2606705,IBIRAJUBA,10/07/2020,,6
14901,0,0,0,0,12,12068000,2606804,IGARASSU,10/07/2020,,6
14902,0,0,0,0,12,12070000,2607000,INAJÁ,10/07/2020,,6
14903,0,0,0,0,12,12071000,2607109,INGAZEIRA,10/07/2020,,6
14904,0,0,0,0,12,12073000,2607307,IPUBI,10/07/2020,,6
14905,0,0,0,0,12,12074000,2607406,ITACURUBA,10/07/2020,,6
14906,0,0,0,0,12,12076000,2607600,ITAMARACÁ,10/07/2020,,6
14907,0,0,0,0,12,12076500,2607653,ITAMBÉ (EX-TAMBÉ),10/07/2020,,6
14908,0,0,0,0,12,12077400,2607752,ITAPISSUMA,10/07/2020,,6
14909,0,0,0,0,12,12078000,2607802,ITAQUITINGA,10/07/2020,,6
14910,0,0,0,0,17,17306500,3130655,INDAIABIRA,10/07/2020,,6
14911,0,0,0,0,17,17353500,3135357,JAPONVAR,10/07/2020,,6
14912,0,0,0,0,17,17353600,3135456,JENIPAPO DE MINAS,10/07/2020,,6
14913,0,0,0,0,17,17365400,3136553,JOSÉ RAYDAN,10/07/2020,,6
14914,0,0,0,0,17,17365600,3136579,JOSENÓPOLIS,10/07/2020,,6
14915,0,0,0,0,17,17369500,3136959,JUVENÍLIA,10/07/2020,,6
14916,0,0,0,0,17,17383500,3138351,LEME DO PRADO,10/07/2020,,6
14917,0,0,0,0,17,17386800,3138674,LUISBURGO,10/07/2020,,6
14918,0,0,0,0,17,17386900,3138682,LUISLÂNDIA,10/07/2020,,6
14919,0,0,0,0,17,17401500,3140159,MÁRIO CAMPOS,10/07/2020,,6
14920,0,0,0,0,17,17405200,3140530,MARTINS SOARES,10/07/2020,,6
14921,0,0,0,0,17,17422500,3142254,MIRAVÂNIA,10/07/2020,,6
14922,0,0,0,0,17,17430500,3143153,MONTE FORMOSO,10/07/2020,,6
14923,0,0,0,0,17,17442200,3144359,NAQUE,10/07/2020,,6
14924,0,0,0,0,17,17442400,3144375,NATALÂNDIA,10/07/2020,,6
14925,0,0,0,0,17,17445200,3144656,NINHEIRA,10/07/2020,,6
14926,0,0,0,0,17,17445400,3144672,NOVA BELÉM,10/07/2020,,6
14927,0,0,0,0,17,17449500,3145059,NOVA PORTEIRINHA,10/07/2020,,6
14928,0,0,0,0,17,17452200,3145356,NOVO ORIENTE DE MINAS,10/07/2020,,6
14929,0,0,0,0,17,17452400,3145372,NOVORIZONTE,10/07/2020,,6
14930,0,0,0,0,17,17453500,3145455,OLHOS D'ÁGUA,10/07/2020,,6
14931,0,0,0,0,17,17457200,3145851,ORATÓRIOS,10/07/2020,,6
14932,0,0,0,0,17,17457400,3145877,ORIZÂNIA,10/07/2020,,6
14933,0,0,0,0,17,17461500,3146255,PADRE CARVALHO,10/07/2020,,6
14934,0,0,0,0,17,17462500,3146552,PAI PEDRO,10/07/2020,,6
14935,0,0,0,0,17,17478500,3147956,PATIS,10/07/2020,,6
14936,0,0,0,0,17,17486500,3148756,PEDRA BONITA,10/07/2020,,6
14937,0,0,0,0,17,17498500,3149952,PERIQUITO,10/07/2020,,6
14938,0,0,0,0,17,17500500,3150158,PIEDADE DE CARATINGA,10/07/2020,,6
14939,0,0,0,0,17,17504200,3150539,PINGO D'ÁGUA,10/07/2020,,6
14940,0,0,0,0,17,17504400,3150570,PINTÓPOLIS,10/07/2020,,6
14941,0,0,0,0,17,17519500,3152131,PONTO CHIQUE,10/07/2020,,6
14942,0,0,0,0,17,17520500,3152170,PONTO DOS VOLANTES,10/07/2020,,6
14943,0,0,0,0,17,17540500,3154150,REDUTO,10/07/2020,,6
14944,0,0,0,0,17,17563500,3156452,ROSÁRIO DA LIMEIRA,10/07/2020,,6
14945,0,0,0,0,17,17571700,3157278,SANTA BÁRBARA DO MONTE VERDE,10/07/2020,,6
14946,0,0,0,0,17,17572200,3157336,SANTA CRUZ DE MINAS,10/07/2020,,6
14947,0,0,0,0,17,17572400,3157377,SANTA CRUZ DE SALINAS,10/07/2020,,6
14948,0,0,0,0,17,17575500,3157658,SANTA HELENA DE MINAS,10/07/2020,,6
14949,0,0,0,0,17,17603500,3160454,SANTO ANTÔNIO DO RETIRO,10/07/2020,,6
14950,0,0,0,0,17,17608500,3160959,SÃO DOMINGOS DAS DORES,10/07/2020,,6
14951,0,0,0,0,17,17609500,3161056,SÃO FÉLIX DE MINAS,10/07/2020,,6
14952,0,0,0,0,17,17615500,3161650,SÃO GERALDO DO BAIXIO,10/07/2020,,6
14953,0,0,0,0,17,17621500,3162252,SÃO JOÃO DA LAGOA,10/07/2020,,6
14954,0,0,0,0,17,17623500,3162450,SÃO JOÃO DAS MISSÕES,10/07/2020,,6
14955,0,0,0,0,17,17625500,3162658,SÂO JOÃO DO PACUI,10/07/2020,,6
14956,0,0,0,0,17,17628200,3162922,SÃO JOAQUIM DE BICAS,10/07/2020,,6
14957,0,0,0,0,17,17628400,3162948,SÃO JOSÉ DA BARRA,10/07/2020,,6
14958,0,0,0,0,29,29000110,1700301,AGUIARNÓPOLIS,10/07/2020,,6
14959,0,0,0,0,8,8096500,2209658,SÃO FRANCISCO DE ASSIS DO PIAUÍ,10/07/2020,,6
14960,0,0,0,0,8,8097500,2209757,SÃO GONÇALO DO GURGUÉIA,10/07/2020,,6
14961,0,0,0,0,8,8098600,2209872,SÃO JOÃO DA FRONTEIRA,10/07/2020,,6
14962,0,0,0,0,8,8099400,2209955,SÃO JOÃO DA VARJOTA,10/07/2020,,6
14963,0,0,0,0,8,8099600,2209971,SÃO JOÃO DO ARRAIAL,10/07/2020,,6
14964,0,0,0,0,8,8103600,2210375,SÃO LUIZ DO PIAUÍ,10/07/2020,,6
14965,0,0,0,0,8,8103700,2210383,SÃO MIGUEL DA BAIXA GRANDE,10/07/2020,,6
14966,0,0,0,0,8,8103800,2210391,SÃO MIGUEL DO FIDALGO,10/07/2020,,6
14967,0,0,0,0,8,8106100,2210623,SEBASTIÃO BARROS,10/07/2020,,6
14968,0,0,0,0,8,8106200,2210631,SEBASTIÃO LEAL,10/07/2020,,6
14969,0,0,0,0,8,8109200,2210938,SUSSUAPARA,10/07/2020,,6
14970,0,0,0,0,8,8109400,2210953,TAMBORIL DO PIAUÍ,10/07/2020,,6
14971,0,0,0,0,8,8109600,2210979,TANQUE DO PIAUÍ,10/07/2020,,6
14972,0,0,0,0,8,8115000,2211506,VERA MENDES,10/07/2020,,6
14973,0,0,0,0,8,8116000,2211605,VILA NOVA DO PIAUÍ,10/07/2020,,6
14974,0,0,0,0,8,8117000,2211704,WALL FERRAZ,10/07/2020,,6
14975,0,0,0,0,17,17643200,3164431,SÃO SEBASTIÃO DA VARGEM ALEGRE,10/07/2020,,6
14976,0,0,0,0,17,17643600,3164472,SÃO SEBASTIÃO DA ANTA,10/07/2020,,6
14977,0,0,0,0,17,17654200,3165537,SARZEDO,10/07/2020,,6
14978,0,0,0,0,17,17668500,3166956,SERRANÓPOLIS DE MINAS,10/07/2020,,6
14979,0,0,0,0,17,17671500,3165552,SETUBINHA,10/07/2020,,6
14980,0,0,0,0,17,17679500,3168051,TAPARUBA,10/07/2020,,6
14981,0,0,0,0,17,17689500,3169059,TOCOS DO MOJI,10/07/2020,,6
14982,0,0,0,0,17,17704200,3170438,UNIÃO DE MINAS,10/07/2020,,6
14983,0,0,0,0,17,17704400,3170479,URUANA DE MINAS,10/07/2020,,6
14984,0,0,0,0,17,17705600,3170578,VARGEM ALEGRE,10/07/2020,,6
14985,0,0,0,0,17,17706500,3170651,VARGEM GRANDE DO RIO PARDO,10/07/2020,,6
14986,0,0,0,0,17,17707500,3170750,VARJÃO DE MINAS,10/07/2020,,6
14987,0,0,0,0,17,17710200,3171030,VERDELÂNDIA,10/07/2020,,6
14988,0,0,0,0,17,17710400,3171071,VEREDINHA,10/07/2020,,6
14989,0,0,0,0,17,17711500,3171154,VERMELHO NOVO,10/07/2020,,6
14990,0,0,0,0,18,18011500,3201159,BREJETUBA,10/07/2020,,6
14991,0,0,0,0,18,18033100,3203320,MARATAIZES,10/07/2020,,6
14992,0,0,0,0,18,18042500,3204252,PONTO BELO,10/07/2020,,6
14993,0,0,0,0,18,18049500,3204955,SÃO ROQUE DO CANAÃ,10/07/2020,,6
14994,0,0,0,0,18,18050100,3205010,SOORETAMA,10/07/2020,,6
14995,0,0,0,0,18,18051600,3205176,VILA VALÉRIO,10/07/2020,,6
14996,0,0,0,0,19,19002300,3300233,ARMAÇÃO DOS BÚZIOS,10/07/2020,,6
14997,0,0,0,0,19,19011200,3300936,CARAPEBUS,10/07/2020,,6
14998,0,0,0,0,19,19018700,3301876,IGUABA GRANDE,10/07/2020,,6
14999,0,0,0,0,19,19024500,3302452,MACUCO,10/07/2020,,6
15000,0,0,0,0,19,19039500,3303955,PINHEIRAL,10/07/2020,,6
15001,0,0,0,0,19,19041100,3304110,PORTO REAL,10/07/2020,,6
15002,0,0,0,0,19,19050500,3304755,SÃO FRANCISCO DE ITABAPOANA,10/07/2020,,6
15003,0,0,0,0,19,19053100,3305133,SÃO JOSÉ DE UBÁ,10/07/2020,,6
15004,0,0,0,0,19,19057500,3305554,SEROPÉDICA,10/07/2020,,6
15005,0,0,0,0,19,19059500,3305752,TANGUÁ,10/07/2020,,6
15006,0,0,0,0,22,22143500,4114351,MANFRINÓPOLIS,10/07/2020,,6
15007,0,0,0,0,22,22154500,4115457,MARQUINHO,10/07/2020,,6
15008,0,0,0,0,23,23007500,4200754,ALTO BELA VISTA,10/07/2020,,6
15009,0,0,0,0,23,23019100,4201950,BALNEÁRIO ARROIO DO SILVA,10/07/2020,,6
15010,0,0,0,0,23,23020200,4202073,BALNEÁRIO GAIVOTA,10/07/2020,,6
15011,0,0,0,0,23,23020400,4202081,BANDEIRANTE,10/07/2020,,6
15012,0,0,0,0,23,23020600,4202099,BARRA BONITA,10/07/2020,,6
15013,0,0,0,0,23,23021300,4202131,BELA VISTA DO TOLDO,10/07/2020,,6
15014,0,0,0,0,23,23024500,4202438,BOCAINA DO SUL,10/07/2020,,6
15015,0,0,0,0,23,23028700,4202875,BRUNÓPOLIS,10/07/2020,,6
15016,0,0,0,0,23,23037500,4203253,CAPÃO ALTO,10/07/2020,,6
15017,0,0,0,0,23,23040900,4204194,CHAPADÃO DO LAGEADO,10/07/2020,,6
15018,0,0,0,0,23,23046500,4204756,CUNHATAÍ,10/07/2020,,6
15019,0,0,0,0,23,23050450,4205175,ENTRE RIOS,10/07/2020,,6
15020,0,0,0,0,23,23052500,4205357,FLOR DO SERTÃO,10/07/2020,,6
15021,0,0,0,0,23,23054500,4205555,FREI ROGÉRIO,10/07/2020,,6
15022,0,0,0,0,23,23066500,4206751,IBIAM,10/07/2020,,6
15023,0,0,0,0,23,23074500,4207577,IOMERÊ,10/07/2020,,6
15024,0,0,0,0,23,23089500,4209177,JUPIÁ,10/07/2020,,6
15025,0,0,0,0,23,23098300,4210035,LUZERNA,10/07/2020,,6
15026,0,0,0,0,23,23116600,4211876,PAIAL,10/07/2020,,6
15027,0,0,0,0,23,23116800,4211892,PAINEL,10/07/2020,,6
15028,0,0,0,0,23,23118500,4212056,PALMEIRA,10/07/2020,,6
15029,0,0,0,0,23,23139500,4214151,PRINCESA,10/07/2020,,6
15030,0,0,0,0,23,23151500,4215356,SALTINHO,10/07/2020,,6
15031,0,0,0,0,23,23155100,4215687,SANTA TEREZINHA DO PROGRESSO,10/07/2020,,6
15032,0,0,0,0,23,23155300,4215695,SANTIAGO DO SUL,10/07/2020,,6
15033,0,0,0,0,23,23156500,4215752,SÃO BERNARDINO,10/07/2020,,6
15034,0,0,0,0,23,23169300,4217253,SÃO PEDRO DE ALCÂNTARA,10/07/2020,,6
15035,0,0,0,0,23,23176500,4217956,TIGRINHOS,10/07/2020,,6
15036,0,0,0,0,23,23180500,4218350,TREVISO,10/07/2020,,6
15037,0,0,0,0,23,23195000,4219853,ZORTÉA,10/07/2020,,6
15038,0,0,0,0,24,24008700,4300877,ARARICÁ,10/07/2020,,6
15039,0,0,0,0,24,24016700,4301636,BALNEÁRIO PINHAL,10/07/2020,,6
15040,0,0,0,0,24,24018700,4301875,BARRA DO QUARAÍ,10/07/2020,,6
15041,0,0,0,0,24,24020500,4302055,BENJAMIN CONSTANT DO SUL,10/07/2020,,6
15042,0,0,0,0,24,24022500,4302253,BOA VISTA DO SUL,10/07/2020,,6
15043,0,0,0,0,24,24045800,4304671,CAPIVARI DO SUL,10/07/2020,,6
15044,0,0,0,0,24,24045900,4304713,CARAÁ,10/07/2020,,6
15045,0,0,0,0,24,24050150,4305124,CERRITO,10/07/2020,,6
15046,0,0,0,0,24,24053100,4305439,CHUÍ,10/07/2020,,6
15047,0,0,0,0,24,24053200,4305447,CHUVISCA,10/07/2020,,6
15048,0,0,0,0,24,24059600,4306072,CRISTAL DO SUL,10/07/2020,,6
15049,0,0,0,0,24,24062700,4306379,DILERMANDO DE AGUIAR,10/07/2020,,6
15050,0,0,0,0,24,24066500,4306759,DOUTOR RICARDO,10/07/2020,,6
15051,0,0,0,0,24,24073500,4307450,ESPERANÇA DO SUL,10/07/2020,,6
15052,0,0,0,0,24,24077100,4307815,ESTRELA VELHA,10/07/2020,,6
15053,0,0,0,0,24,24079700,4308078,FAZENDA VILANOVA,10/07/2020,,6
15054,0,0,0,0,24,24081500,4308250,FLORIANO PEIXOTO,10/07/2020,,6
15055,0,0,0,0,24,24094900,4309571,HERVEIRAS,10/07/2020,,6
15056,0,0,0,0,24,24104200,4310538,ITAARA,10/07/2020,,6
15057,0,0,0,0,24,24110400,4311130,JARÍ,10/07/2020,,6
15058,0,0,0,0,24,24115800,4311718,MAÇAMBARÁ,10/07/2020,,6
15059,0,0,0,0,24,24116100,4311734,MAMPITUBA,10/07/2020,,6
15060,0,0,0,0,24,24119500,4312054,MARQUES DE SOUZA,10/07/2020,,6
15061,0,0,0,0,24,24122600,4312377,MONTE ALEGRE DOS CAMPOS,10/07/2020,,6
15062,0,0,0,0,24,24125200,4312617,MUITOS CAPÕES,10/07/2020,,6
15063,0,0,0,0,24,24130100,4313011,NOVA CANDELÁRIA,10/07/2020,,6
15064,0,0,0,0,24,24133200,4313334,NOVA RAMADA,10/07/2020,,6
15065,0,0,0,0,24,24133800,4313391,NOVO CABRAIS,10/07/2020,,6
15066,0,0,0,0,24,24140750,4314068,PASSA SETE,10/07/2020,,6
15067,0,0,0,0,24,24203200,4320321,SENADOR SALGADO FILHO,10/07/2020,,6
15068,0,0,0,0,24,24205800,4320578,SETE DE SETEMBRO,10/07/2020,,6
15069,0,0,0,0,24,24208200,4320859,TABAÍ,10/07/2020,,6
15070,0,0,0,0,24,24214800,4321493,TOROPI,10/07/2020,,6
15071,0,0,0,0,24,24223100,4322327,TURUÇU,10/07/2020,,6
15072,0,0,0,0,24,24223200,4322343,UBIRETAMA,10/07/2020,,6
15073,0,0,0,0,24,24223600,4322376,UNISTALDA,10/07/2020,,6
15074,0,0,0,0,24,24225400,4322525,VALE VERDE,10/07/2020,,6
15075,0,0,0,0,24,24228200,4322855,VESPASIANO CORRÊA,10/07/2020,,6
15076,0,0,0,0,24,24233400,4323358,VILA LÂNGARO,10/07/2020,,6
15077,0,0,0,0,25,25037200,5102686,CAMPOS DE JÚLIO,10/07/2020,,6
15078,0,0,0,0,25,25038500,5102793,CARLINDA,10/07/2020,,6
15079,0,0,0,0,25,25053000,5103700,FELIZ NATAL,10/07/2020,,6
15080,0,0,0,0,25,25055000,5103858,GAUCHA DO NORTE,10/07/2020,,6
15081,0,0,0,0,25,25092300,5106182,NOVA LACERDA,10/07/2020,,6
15082,0,0,0,0,25,25095000,5106240,NOVA UBIRATÃ,10/07/2020,,6
15083,0,0,0,0,25,25099000,5106265,NOVO MUNDO,10/07/2020,,6
15084,0,0,0,0,25,25145600,5107875,SAPEZAL,10/07/2020,,6
15085,0,0,0,0,25,25157000,5108303,UNIÃO DO SUL,10/07/2020,,6
15086,0,0,0,0,26,26000100,5200050,ABADIA DE GOIÁS,10/07/2020,,6
15087,0,0,0,0,26,26003500,5200258,ÁGUAS LINDAS DE GOIÁS,10/07/2020,,6
15088,0,0,0,0,26,26009200,5200829,AMARALINA,10/07/2020,,6
