RegistroID,Importado,Temporario,Removido,ImportadoRepetido,EstadoCodigo,Codigo,CodigoIBGE,Nome,DataIns,DataAlt,RespAlt
13951,0,0,0,0,17,17245000,3124500,ESTIVA,10/07/2020,,6
13952,0,0,0,0,17,17246000,3124609,ESTRELA DALVA,10/07/2020,,6
13953,0,0,0,0,17,17247000,3124708,ESTRELA DO INDAIÁ,10/07/2020,,6
13954,0,0,0,0,17,17248000,3124807,ESTRELA DO SUL,10/07/2020,,6
13955,0,0,0,0,17,17249000,3124906,EUGENÓPOLIS,10/07/2020,,6
13956,0,0,0,0,17,17250000,3125002,EWBANK DA CÂMARA,10/07/2020,,6
13957,0,0,0,0,17,17251000,3125101,EXTREMA,10/07/2020,,6
13958,0,0,0,0,17,17252000,3125200,FAMA,10/07/2020,,6
13959,0,0,0,0,1,1000500,1100015,ALTA FLORESTA D'OESTE,10/07/2020,,6
13960,0,0,0,0,1,1000600,1100403,ALTO PARAÍSO,10/07/2020,,6
13961,0,0,0,0,1,1000700,1100346,ALVORADA D'OESTE,10/07/2020,,6
13962,0,0,0,0,1,1001000,1100023,ARIQUEMES,10/07/2020,,6
13963,0,0,0,0,1,1001500,1100031,CABIXI,10/07/2020,,6
13964,0,0,0,0,1,1001800,1100601,CACAULÂNDIA,10/07/2020,,6
13965,0,0,0,0,1,1002000,1100049,CACOAL,10/07/2020,,6
13966,0,0,0,0,1,1002200,1100700,CAMPO NOVO DE RONDONIA,10/07/2020,,6
13967,0,0,0,0,1,1002300,1100809,CANDÉIAS DO JAMARI,10/07/2020,,6
13968,0,0,0,0,1,1002400,1100908,CASTANHEIRAS,10/07/2020,,6
13969,0,0,0,0,1,1002500,1100056,CEREJEIRAS,10/07/2020,,6
13970,0,0,0,0,1,1003000,1100064,COLORADO DO OESTE,10/07/2020,,6
13971,0,0,0,0,1,1003500,1100072,CORUMBIARA,10/07/2020,,6
13972,0,0,0,0,1,1004000,1100080,COSTA MARQUES,10/07/2020,,6
13973,0,0,0,0,1,1004500,1100098,ESPIGÃO D'OESTE,10/07/2020,,6
13974,0,0,0,0,1,1004800,1101005,GOVERNADOR JORGE TEIXEIRA,10/07/2020,,6
13975,0,0,0,0,1,1005000,1100106,GUAJARÁ-MIRIM,10/07/2020,,6
13976,0,0,0,0,1,1006000,1100114,JARU,10/07/2020,,6
13977,0,0,0,0,1,1007000,1100122,JI-PARANÁ,10/07/2020,,6
13978,0,0,0,0,1,1007200,1100130,MACHADINHO D'OESTE,10/07/2020,,6
13979,0,0,0,0,1,1007300,1101203,MINISTRO ANDREAZZA,10/07/2020,,6
13980,0,0,0,0,1,1007600,1101302,MIRANTE DA SERRA,10/07/2020,,6
13981,0,0,0,0,1,1007700,1101401,MONTE NEGRO,10/07/2020,,6
13982,0,0,0,0,1,1007800,1100148,NOVA BRASILÂNDIA D'OESTE,10/07/2020,,6
13983,0,0,0,0,1,1007900,1100338,NOVA MAMORÉ,10/07/2020,,6
13984,0,0,0,0,1,1008000,1100155,OURO PRETO DO OESTE,10/07/2020,,6
13985,0,0,0,0,1,1009000,1100189,PIMENTA BUENO,10/07/2020,,6
13986,0,0,0,0,1,1010000,1100205,PORTO VELHO,10/07/2020,,6
13987,0,0,0,0,1,1010200,1100254,PRESIDENTE MÉDICI,10/07/2020,,6
13988,0,0,0,0,1,1010300,1100262,RIO CRESPO,10/07/2020,,6
13989,0,0,0,0,1,1010400,1100288,ROLIM DE MOURA,10/07/2020,,6
13990,0,0,0,0,1,1010600,1100296,SANTA LUZIA D'OESTE,10/07/2020,,6
13991,0,0,0,0,1,1010800,1100320,SÃO MIGUEL DO GUAPORÉ,10/07/2020,,6
13992,0,0,0,0,1,1012000,1101500,SERINGUEIRAS,10/07/2020,,6
13993,0,0,0,0,1,1014000,1101609,THEOBROMA,10/07/2020,,6
13994,0,0,0,0,1,1016000,1101708,URUPÁ,10/07/2020,,6
13995,0,0,0,0,1,1018000,1101807,VALE DO PARAÍSO,10/07/2020,,6
13996,0,0,0,0,1,1020000,1100304,VILHENA,10/07/2020,,6
13997,0,0,0,0,2,2001000,1200054,ASSIS BRASIL,10/07/2020,,6
13998,0,0,0,0,2,2002400,1200138,BUJARI,10/07/2020,,6
13999,0,0,0,0,2,2002800,1200179,CAPIXABA,10/07/2020,,6
14000,0,0,0,0,2,2003000,1200203,CRUZEIRO DO SUL,10/07/2020,,6
14001,0,0,0,0,2,2003400,1200252,EPITACIOLÂNDIA,10/07/2020,,6
14002,0,0,0,0,2,2004000,1200302,FEIJÓ,10/07/2020,,6
14003,0,0,0,0,2,2004400,1200328,JORDÃO,10/07/2020,,6
14004,0,0,0,0,2,2005000,1200336,MÂNCIO LIMA,10/07/2020,,6
14005,0,0,0,0,2,2006000,1200344,MANOEL URBANO,10/07/2020,,6
14006,0,0,0,0,2,2006200,1200351,MARECHAL THAUMATURGO,10/07/2020,,6
14007,0,0,0,0,2,2007000,1200385,PLÁCIDO DE CASTRO,10/07/2020,,6
14008,0,0,0,0,2,2007400,1200807,PORTO ACRE,10/07/2020,,6
14009,0,0,0,0,2,2007800,1200393,PORTO WALTER,10/07/2020,,6
14010,0,0,0,0,2,2008000,1200401,RIO BRANCO,10/07/2020,,6
14011,0,0,0,0,2,2008200,1200427,RODRIGUES ALVES,10/07/2020,,6
14012,0,0,0,0,2,2008400,1200435,SANTA ROSA DO PURUS,10/07/2020,,6
14013,0,0,0,0,2,2009000,1200450,SENADOR GUIOMARD,10/07/2020,,6
14014,0,0,0,0,2,2010000,1200500,SENA MADUREIRA,10/07/2020,,6
14015,0,0,0,0,2,2011000,1200609,TARAUACÁ,10/07/2020,,6
14016,0,0,0,0,2,2012000,1200708,XAPURI,10/07/2020,,6
14017,0,0,0,0,3,3000200,1300029,ALVARÃES,10/07/2020,,6
14018,0,0,0,0,7,7090000,2108900,POÇÃO DE PEDRAS,10/07/2020,,6
14019,0,0,0,0,7,7091000,2109007,PORTO FRANCO,10/07/2020,,6
14020,0,0,0,0,7,7092000,2109106,PRESIDENTE DUTRA,10/07/2020,,6
14021,0,0,0,0,7,7093000,2109205,PRESIDENTE JUSCELINO,10/07/2020,,6
14022,0,0,0,0,7,7094000,2109304,PRESIDENTE VARGAS,10/07/2020,,6
14023,0,0,0,0,7,7095000,2109403,PRIMEIRA CRUZ,10/07/2020,,6
14024,0,0,0,0,7,7096000,2109502,RIACHÃO,10/07/2020,,6
14025,0,0,0,0,7,7097000,2109601,ROSÁRIO,10/07/2020,,6
14026,0,0,0,0,7,7098000,2109700,SAMBAÍBA,10/07/2020,,6
14027,0,0,0,0,7,7099000,2108909,SANTA HELENA,10/07/2020,,6
14028,0,0,0,0,7,7100000,2109908,SANTA INÊS,10/07/2020,,6
14029,0,0,0,0,7,7101000,2110005,SANTA LUZIA,10/07/2020,,6
14030,0,0,0,0,7,7101400,2110039,SANTA LUZIA DO PARUÁ,10/07/2020,,6
14031,0,0,0,0,7,7102000,2110104,SANTA QUITÉRIA DO MARANHÃO,10/07/2020,,6
14032,0,0,0,0,7,7103000,2110203,SANTA RITA,10/07/2020,,6
14033,0,0,0,0,7,7104000,2110302,SANTO ANTÔNIO DOS LOPES,10/07/2020,,6
14034,0,0,0,0,7,7105000,2110401,SÃO BENEDITO DO RIO PRETO,10/07/2020,,6
14035,0,0,0,0,7,7106000,2110500,SÃO BENTO,10/07/2020,,6
14036,0,0,0,0,7,7107000,2110609,SÃO BERNARDO,10/07/2020,,6
14037,0,0,0,0,7,7108000,2110708,SÃO DOMINGOS DO MARANHÃO,10/07/2020,,6
14038,0,0,0,0,7,7109000,2110807,SÃO FÉLIX DE BALSAS,10/07/2020,,6
14039,0,0,0,0,7,7110000,2110906,SÃO FRANCISCO DO MARANHÃO,10/07/2020,,6
14040,0,0,0,0,7,7111000,2111003,SÃO JOÃO BATISTA,10/07/2020,,6
14041,0,0,0,0,7,7112000,2111102,SÃO JOÃO DOS PATOS,10/07/2020,,6
14042,0,0,0,0,7,7113000,2111201,SÃO JOSÉ DE RIBAMAR,10/07/2020,,6
14043,0,0,0,0,7,7114000,2111300,SÃO LUÍS,10/07/2020,,6
14044,0,0,0,0,7,7114500,2111409,SÃO LUÍS GONZAGA DO MARANHÃO,10/07/2020,,6
14045,0,0,0,0,7,7115000,2111508,SÃO MATEUS DO MARANHÃO,10/07/2020,,6
14046,0,0,0,0,7,7116000,2111607,SÃO RAIMUNDO DAS MANGABEIRAS,10/07/2020,,6
14047,0,0,0,0,7,7117000,2111706,SÃO VICENTE FERRER,10/07/2020,,6
14048,0,0,0,0,7,7118000,2111805,SÍTIO NOVO,10/07/2020,,6
14049,0,0,0,0,7,7119000,2111904,SUCUPIRA DO NORTE,10/07/2020,,6
14050,0,0,0,0,7,7120000,2112001,TASSO FRAGOSO,10/07/2020,,6
14051,0,0,0,0,7,7121000,2112100,TIMBIRAS,10/07/2020,,6
14052,0,0,0,0,7,7122000,2112209,TIMON,10/07/2020,,6
14053,0,0,0,0,7,7123000,2112308,TUNTUM,10/07/2020,,6
14054,0,0,0,0,7,7124000,2112407,TURIAÇU,10/07/2020,,6
14055,0,0,0,0,7,7125000,2112506,TUTÓIA,10/07/2020,,6
14056,0,0,0,0,7,7126000,2112605,URBANO SANTOS,10/07/2020,,6
14057,0,0,0,0,7,7127000,2112704,VARGEM GRANDE,10/07/2020,,6
14058,0,0,0,0,7,7128000,2112803,VIANA,10/07/2020,,6
14059,0,0,0,0,7,7129000,2112902,VITÓRIA DO MEARIM,10/07/2020,,6
14060,0,0,0,0,7,7130000,2113009,VITORINO FREIRE,10/07/2020,,6
14061,0,0,0,0,7,7131000,2114007,ZÉ DOCA,10/07/2020,,6
14062,0,0,0,0,8,8001000,2200103,AGRICOLÂNDIA,10/07/2020,,6
14063,0,0,0,0,8,8002000,2200202,ÁGUA BRANCA,10/07/2020,,6
14064,0,0,0,0,8,8002400,2200251,ALAGOINHA DO PIAUÍ,10/07/2020,,6
14065,0,0,0,0,8,8002800,2200277,ALEGRETE DO PIAUÍ,10/07/2020,,6
14066,0,0,0,0,8,8003000,2200301,ALTO LONGA,10/07/2020,,6
14067,0,0,0,0,8,8004000,2200400,ALTOS,10/07/2020,,6
14068,0,0,0,0,8,8005000,2200509,AMARANTE,10/07/2020,,6
14069,0,0,0,0,8,8006000,2200608,ANGICAL DO PIAUÍ,10/07/2020,,6
14070,0,0,0,0,8,8007000,2200707,ANÍSIO DE ABREU,10/07/2020,,6
14071,0,0,0,0,8,8008000,2200806,ANTÔNIO ALMEIDA,10/07/2020,,6
14072,0,0,0,0,8,8009000,2200905,AROAZES,10/07/2020,,6
14073,0,0,0,0,8,8010000,2201002,ARRAIAL,10/07/2020,,6
14074,0,0,0,0,8,8011000,2201101,AVELINO LOPES,10/07/2020,,6
14075,0,0,0,0,8,8011500,2201150,BAIXA GRANDE DO RIBEIRO,10/07/2020,,6
14076,0,0,0,0,8,8012000,2201200,BARRAS,10/07/2020,,6
14077,0,0,0,0,8,8013000,2201309,BARREIRAS DO PIAUÍ,10/07/2020,,6
14078,0,0,0,0,8,8014000,2201408,BARRO DURO,10/07/2020,,6
14079,0,0,0,0,8,8015000,2201507,BATALHA,10/07/2020,,6
14080,0,0,0,0,8,8016000,2201606,BENEDITINOS,10/07/2020,,6
14081,0,0,0,0,8,8017000,2201705,BERTOLÍNIA,10/07/2020,,6
14082,0,0,0,0,8,8018000,2201804,BOCAINA,10/07/2020,,6
14083,0,0,0,0,8,8019000,2201903,BOM JESUS,10/07/2020,,6
14084,0,0,0,0,8,8019400,2201919,BOM PRINCÍPIO DO PIAUÍ,10/07/2020,,6
14085,0,0,0,0,8,8019600,2201929,BONFIM DO PIAUÍ,10/07/2020,,6
14086,0,0,0,0,8,8019800,2201960,BRASILEIRA,10/07/2020,,6
14087,0,0,0,0,8,8020000,2202000,BURITI DOS LOPES,10/07/2020,,6
14088,0,0,0,0,8,8020400,2202026,BURITI DOS MONTES,10/07/2020,,6
14089,0,0,0,0,8,8020600,2202059,CABECEIRAS DO PIAUÍ,10/07/2020,,6
14090,0,0,0,0,8,8020800,2202091,CALDEIRÃO GRANDE DO PIAUÍ,10/07/2020,,6
14091,0,0,0,0,8,8021000,2202109,CAMPINAS DO PIAUÍ,10/07/2020,,6
14092,0,0,0,0,8,8022000,2202208,CAMPO MAIOR,10/07/2020,,6
14093,0,0,0,0,8,8022500,2202251,CANAVIEIRA,10/07/2020,,6
14094,0,0,0,0,8,8023000,2202307,CANTO DO BURITI,10/07/2020,,6
14095,0,0,0,0,8,8024000,2202406,CAPITÃO DE CAMPOS,10/07/2020,,6
14096,0,0,0,0,8,8025000,2202505,CARACOL,10/07/2020,,6
14097,0,0,0,0,8,8026000,2202604,CASTELO DO PIAUÍ,10/07/2020,,6
14098,0,0,0,0,8,8027000,2202703,COCAL,10/07/2020,,6
14099,0,0,0,0,8,8027400,2202737,COIVARAS,10/07/2020,,6
14100,0,0,0,0,8,8027600,2202752,COLÔNIA DO GURGUÉIA,10/07/2020,,6
14101,0,0,0,0,8,8027800,2202778,COLÔNIA DO PIAUÍ,10/07/2020,,6
14102,0,0,0,0,8,8028500,2202851,CORONEL JOSÉ DIAS,10/07/2020,,6
14103,0,0,0,0,8,8029000,2202901,CORRENTE,10/07/2020,,6
14104,0,0,0,0,8,8030000,2203008,CRISTALÂNDIA DO PIAUÍ,10/07/2020,,6
14105,0,0,0,0,8,8031000,2203107,CRISTINO CASTRO,10/07/2020,,6
14106,0,0,0,0,8,8032000,2203206,CURIMATÁ,10/07/2020,,6
14107,0,0,0,0,8,8033000,2203305,DEMERVAL LOBÃO,10/07/2020,,6
14108,0,0,0,0,8,8033400,2203354,DIRCEU ARCOVERDE,10/07/2020,,6
14109,0,0,0,0,8,8034000,2203404,DOM EXPEDITO LOPES,10/07/2020,,6
14110,0,0,0,0,8,8034100,2203420,DOMINGOS MOURÃO,10/07/2020,,6
14111,0,0,0,0,8,8034200,2203453,DOM INOCÊNCIO,10/07/2020,,6
14112,0,0,0,0,8,8035000,2203503,ELESBÃO VELOSO,10/07/2020,,6
14113,0,0,0,0,8,8036000,2203602,ELISEU MARTINS,10/07/2020,,6
14114,0,0,0,0,8,8037000,2203701,ESPERANTINA,10/07/2020,,6
14115,0,0,0,0,8,8037500,2203750,FARTURA DO PIAUÍ,10/07/2020,,6
14116,0,0,0,0,8,8038000,2203800,FLORES DO PIAUÍ,10/07/2020,,6
14117,0,0,0,0,8,8039000,2203909,FLORIANO,10/07/2020,,6
14118,0,0,0,0,8,8040000,2204006,FRANCINÓPOLIS,10/07/2020,,6
14119,0,0,0,0,8,8041000,2204105,FRANCISCO AYRES,10/07/2020,,6
14120,0,0,0,0,8,8042000,2204204,FRANCISCO SANTOS,10/07/2020,,6
14121,0,0,0,0,8,8043000,2204303,FRONTEIRAS,10/07/2020,,6
14122,0,0,0,0,8,8044000,2204402,GILBUÉS,10/07/2020,,6
14123,0,0,0,0,8,8045000,2204501,GUADALUPE,10/07/2020,,6
14124,0,0,0,0,8,8046000,2204600,HUGO NAPOLEÃO,10/07/2020,,6
14125,0,0,0,0,8,8047000,2204709,INHUMA,10/07/2020,,6
14126,0,0,0,0,8,8048000,2204808,IPIRANGA DO PIAUÍ,10/07/2020,,6
14127,0,0,0,0,8,8049000,2204907,ISÁIAS COELHO,10/07/2020,,6
14128,0,0,0,0,8,8050000,2205003,ITAINÓPOLIS,10/07/2020,,6
14129,0,0,0,0,8,8051000,2205102,ITAUEIRA,10/07/2020,,6
14130,0,0,0,0,8,8051500,2205151,JACOBINA DO PIAUÍ,10/07/2020,,6
14131,0,0,0,0,8,8052000,2205201,JAICÓS,10/07/2020,,6
14132,0,0,0,0,8,8052500,2205250,JARDIM DO MULATO,10/07/2020,,6
14133,0,0,0,0,8,8053000,2205300,JERUMENHA,10/07/2020,,6
14134,0,0,0,0,8,8054000,2205409,JOAQUIM PIRES,10/07/2020,,6
14135,0,0,0,0,8,8055000,2205508,JOSÉ DE FREITAS,10/07/2020,,6
14136,0,0,0,0,8,8055400,2205557,LAGOA ALEGRE,10/07/2020,,6
14137,0,0,0,0,8,8055700,2205565,LAGOA DO BARRO DO PIAUÍ,10/07/2020,,6
14138,0,0,0,0,8,8056000,2205607,LANDRI SALES,10/07/2020,,6
14139,0,0,0,0,8,8057000,2205706,LUÍS CORREIA,10/07/2020,,6
14140,0,0,0,0,8,8058000,2205805,LUZILÂNDIA,10/07/2020,,6
14141,0,0,0,0,8,8059000,2205904,MANOEL EMÍDIO,10/07/2020,,6
14142,0,0,0,0,8,8059500,2205953,MARCOLÂNDIA,10/07/2020,,6
14143,0,0,0,0,8,8060000,2206001,MARCOS PARENTE,10/07/2020,,6
14144,0,0,0,0,8,8061000,2206100,MATIAS OLÍMPIO,10/07/2020,,6
14145,0,0,0,0,8,8062000,2206209,MIGUEL ALVES,10/07/2020,,6
14146,0,0,0,0,8,8063000,2206308,MIGUEL LEÃO,10/07/2020,,6
14147,0,0,0,0,8,8064000,2206407,MONSENHOR GIL,10/07/2020,,6
14148,0,0,0,0,8,8065000,2206506,MONSENHOR HIPÓLITO,10/07/2020,,6
14149,0,0,0,0,8,8066000,2206605,MONTE ALEGRE DO PIAUÍ,10/07/2020,,6
14150,0,0,0,0,8,8067000,2206704,NAZARÉ DO PIAUÍ,10/07/2020,,6
14151,0,0,0,0,8,8068000,2206803,NOSSA SENHORA DOS REMÉDIOS,10/07/2020,,6
14152,0,0,0,0,8,8069000,2206902,NOVO ORIENTE DO PIAUÍ,10/07/2020,,6
14153,0,0,0,0,8,8070000,2207009,OEIRAS,10/07/2020,,6
14154,0,0,0,0,8,8072000,2207207,PADRE MARCOS,10/07/2020,,6
14155,0,0,0,0,8,8073000,2207306,PAES LANDIM,10/07/2020,,6
14156,0,0,0,0,8,8074000,2207405,PALMEIRA DO PIAUÍ,10/07/2020,,6
14157,0,0,0,0,8,8075000,2207504,PALMEIRAIS,10/07/2020,,6
14158,0,0,0,0,8,8076000,2207603,PARNAGUÁ,10/07/2020,,6
14159,0,0,0,0,8,8077000,2207702,PARNAÍBA,10/07/2020,,6
14160,0,0,0,0,8,8077400,2207751,PASSAGEM FRANCA DO PIAUÍ,10/07/2020,,6
14161,0,0,0,0,8,8077700,2207777,PATOS DO PIAUÍ,10/07/2020,,6
14162,0,0,0,0,8,8078000,2207801,PAULISTANA,10/07/2020,,6
14163,0,0,0,0,8,8079000,2207900,PEDRO II,10/07/2020,,6
14164,0,0,0,0,8,8080000,2208007,PICOS,10/07/2020,,6
14165,0,0,0,0,8,8081000,2208106,PIMENTEIRAS,10/07/2020,,6
14166,0,0,0,0,8,8082000,2208205,PIO IX,10/07/2020,,6
14167,0,0,0,0,5,5055700,1505551,PAU D'ARCO,10/07/2020,,6
14168,0,0,0,0,5,5056000,1505601,PEIXE-BOI,10/07/2020,,6
14169,0,0,0,0,5,5057000,1505700,PONTA DE PEDRAS,10/07/2020,,6
14170,0,0,0,0,5,5058000,1505809,PORTEL,10/07/2020,,6
14171,0,0,0,0,5,5059000,1505908,PORTO DE MOZ,10/07/2020,,6
14172,0,0,0,0,5,5060000,1506005,PRAINHA,10/07/2020,,6
14173,0,0,0,0,5,5061000,1506104,PRIMAVERA,10/07/2020,,6
14174,0,0,0,0,5,5062000,1506138,REDENÇÃO,10/07/2020,,6
14175,0,0,0,0,5,5062200,1506161,RIO MARIA,10/07/2020,,6
14176,0,0,0,0,5,5062400,1506187,RONDON DO PARÁ,10/07/2020,,6
14177,0,0,0,0,5,5062600,1506195,RURÓPOLIS,10/07/2020,,6
14178,0,0,0,0,5,5063000,1506203,SALINÓPOLIS,10/07/2020,,6
14179,0,0,0,0,5,5064000,1506302,SALVATERRA,10/07/2020,,6
14180,0,0,0,0,5,5064500,1506351,SANTA BÁRBARA DO PARÁ,10/07/2020,,6
14181,0,0,0,0,5,5065000,1506401,SANTA CRUZ DO ARARI,10/07/2020,,6
14182,0,0,0,0,5,5066000,1506500,SANTA ISABEL DO PARÁ,10/07/2020,,6
14183,0,0,0,0,5,5066200,1506559,SANTA LUZIA DO PARÁ,10/07/2020,,6
14184,0,0,0,0,5,5066400,1506583,SANTA MARIA DAS BARREIRAS,10/07/2020,,6
14185,0,0,0,0,5,5067000,1506609,SANTA MARIA DO PARÁ,10/07/2020,,6
14186,0,0,0,0,5,5068000,1506708,SANTANA DO ARAGUAIA,10/07/2020,,6
14187,0,0,0,0,5,5070000,1506807,SANTARÉM,10/07/2020,,6
14188,0,0,0,0,5,5071000,1506906,SANTARÉM NOVO,10/07/2020,,6
14189,0,0,0,0,5,5072000,1507003,SANTO ANTÔNIO DO TAUÁ,10/07/2020,,6
14190,0,0,0,0,5,5073000,1507102,SÃO CAETANO DE ODIVELAS,10/07/2020,,6
14191,0,0,0,0,5,5073500,1507151,SÃO DOMINGOS DO ARAGUAIA,10/07/2020,,6
