RegistroID,Importado,Temporario,Removido,ImportadoRepetido,Codigo,Sigla,Nome,DataIns,DataAlt,RespAlt
19622,0,0,0,0,40,IRGA,Instituto Riograndense do Arroz,10/07/2020,,6
19623,0,0,0,0,41,USIBA,Usina Siderurgica da Bahia,10/07/2020,,6
19624,0,0,0,0,42,EMBRAPA/IPAGRO,Empresa Brasileira de Pesquisa Agropecuária,10/07/2020,,6
19625,0,0,0,0,43,KLABIN,Klabin S.A,10/07/2020,,6
19626,0,0,0,0,44,CONTUR,Contur Energética,10/07/2020,,6
19627,0,0,0,0,45,STEVENSON,F. Stevenson e Companhia,10/07/2020,,6
19628,0,0,0,0,46,DER-SP,Departamento de Estrada de Rodagem do Estado de São Paulo,10/07/2020,,6
19629,0,0,0,0,47,RFFSA,Rede Ferroviária Federal S.A.,10/07/2020,,6
19630,0,0,0,0,48,SAA-SP,Secretaria de  Estado da Agricultura e Abastecimento de São Paulo,10/07/2020,,6
19631,0,0,0,0,49,CEESC,Comissão de Energia Elétrica de Santa Catarina,10/07/2020,,6
19632,0,0,0,0,50,FEPASA,Ferrovia Paulista S.A.,10/07/2020,,6
19633,0,0,0,0,51,SOPRS,Secretaria de Obras Públicas e Saneamento do Estado do Rio Grande do Sul,10/07/2020,,6
19634,0,0,0,0,52,AGUASPARANÁ,Instituto das Águas do Paraná (antiga SUDERHSA),10/07/2020,,6
19635,0,0,0,0,53,CIA,Centro Industrial de Aratú,10/07/2020,,6
19636,0,0,0,0,54,COPASA-MG,Cia de Saneamento de Minas Gerais,10/07/2020,,6
19637,0,0,0,0,55,ELETROBRÁS,Centrais Elétricas Brasileiras S.A.,10/07/2020,,6
19638,0,0,0,0,56,IDESP,Instituto de Desenvolvimento Econômico e Social do Pará,10/07/2020,,6
19639,0,0,0,0,57,DEPV,Diretoria de Eletrônica e Proteção ao Voo do Ministério da Aeronáutica,10/07/2020,,6
19640,0,0,0,0,58,DNOCS,Departamento Nacional de Obras Contra as Secas,10/07/2020,,6
19641,0,0,0,0,59,FEEMA,Fundação Estadual de Engenharia do Meio Ambiente - RJ,10/07/2020,,6
19642,0,0,0,0,60,IAA,Instituto do Açúcar e do Alcool,10/07/2020,,6
19643,0,0,0,0,61,CHM,Comando de Hidrografia e Navegação do Ministério da Marinha,10/07/2020,,6
19644,0,0,0,0,62,CEPLAC,Comissão Executiva do Plano de Recuperação Economica-Social da Lavoura Cacaueira,10/07/2020,,6
19645,0,0,0,0,63,CLM,Comissão da Lagoa Mirim,10/07/2020,,6
19646,0,0,0,0,64,SUDAM,Superintendência do Desenvolvimento da Amazônia,10/07/2020,,6
19647,0,0,0,0,65,DEPRC,"Departamento Estadual de Portos, Rios e Canais do Rio Grande do Sul",10/07/2020,,6
19648,0,0,0,0,66,DMAE,Departamento Municipal de Águas e Esgoto - Porto Alegre / RS,10/07/2020,,6
19649,0,0,0,0,67,IAPAR,Instituto Agronomo do Paraná,10/07/2020,,6
19650,0,0,0,0,68,DAEE-MG,Departamento de Águas e Energia Elétrica de Minas Gerais,10/07/2020,,6
19651,0,0,0,0,69,FURNAS,Furnas Centrais Elétricas S.A.,10/07/2020,,6
19652,0,0,0,0,70,MORRO VELHO,Mineração Morro Velho S.A.,10/07/2020,,6
19653,0,0,0,0,71,SABESP,Companhia de Saneamento Básico do Estado de São Paulo-SABESP,10/07/2020,,6
19654,0,0,0,0,72,GERAL,Cia Geral de Eletricidade,10/07/2020,,6
19655,0,0,0,0,73,EMBASA-BA,Empresa Baiana de Saneamento,10/07/2020,,6
19656,0,0,0,0,74,CERB,Cia de Engenharia Rural da Bahia,10/07/2020,,6
19657,0,0,0,0,75,ELETRONORTE,Centrais Elétricas do Norte do Brasil S.A-ELETRONORTE,10/07/2020,,6
19658,0,0,0,0,76,SERLA-RJ,Superintendência Estadual de Rios e Lagoas do Rio de Janeiro,10/07/2020,,6
19659,0,0,0,0,77,CAESB,Companhia de Saneamento Ambiental do Distrito Federal,10/07/2020,,6
19660,0,0,0,0,78,PLANALSUCAR,Programa Nacional de Melhoramento da Cana-de-Açúcar,10/07/2020,,6
19661,0,0,0,0,79,ELETROSUL,Eletrosul Centrais Elétricas S.A.,10/07/2020,,6
19662,0,0,0,0,80,CHESF,Companhia Hidro Elétrica do São Francisco-CHESF,10/07/2020,,6
19663,0,0,0,0,81,VALE,Vale S.A.,10/07/2020,,6
19664,0,0,0,0,82,CPRM,Cia de Pesquisa de Recursos Minerais,10/07/2020,,6
19665,0,0,0,0,83,CAGEPA,Cia de Águas e Esgoto da Paraíba,10/07/2020,,6
19666,0,0,0,0,84,EMAE,Empresa Metropolitana de Águas e Energia  S.A-EMAE,10/07/2020,,6
19667,0,0,0,0,85,HIDROLOGIA,Engenharia Industria e Comércio S.A.,10/07/2020,,6
19668,0,0,0,0,86,CNEC,Consorcio Nacional de Engenheiros Consultores,10/07/2020,,6
19669,0,0,0,0,87,HIDROSERVICE,Engenharia de Projetos Ltda.,10/07/2020,,6
19670,0,0,0,0,88,HIDROESB,Saturnino de Brito S.A.,10/07/2020,,6
19671,0,0,0,0,89,EMATER,Empresa Estadual de Assistência Tec. e Ext. Rural,10/07/2020,,6
19672,0,0,0,0,90,ITAIPU,Itaipu  Binacional,10/07/2020,,6
19673,0,0,0,0,91,SEMA-MT,Secretaria de Meio Ambiente do Estado do Mato Grosso,10/07/2020,,6
19674,0,0,0,0,92,LMRS-PB,"Laboratório de Met., Rec. Hid. e Sensoriamento Remoto da Paraíba",10/07/2020,,6
19675,0,0,0,0,93,SIMEPAR,Sistema Meteorológico do Paraná,10/07/2020,,6
19676,0,0,0,0,94,EPAGRI-SC,Empresa de Pesquisa Agrícola de Santa Catarina,10/07/2020,,6
19677,0,0,0,0,95,CELTINS,Cia. Energia Elétrica do Estado do Tocantins,10/07/2020,,6
19678,0,0,0,0,96,IEMA-ES,Instituto Estadual de Meio Ambiente e Recursos Hidricos - Espirito Santo,10/07/2020,,6
19679,0,0,0,0,97,EMPARN,Empresa de Pesquisa Agropecuária do Rio Grande do Norte,10/07/2020,,6
19680,0,0,0,0,98,SANEPAR,Cia de Saneamento do Paraná,10/07/2020,,6
19681,0,0,0,0,99,OUTRAS,,10/07/2020,,6
19682,0,0,0,0,100,COHIDRO,"Consultoria, Estudos e Projetos",10/07/2020,,6
19683,0,0,0,0,101,IGAM-MG,Instituto Mineiro de Gestão das Águas,10/07/2020,,6
19684,0,0,0,0,102,SDM-DF,Secretaria de Estado de Desenvolvimento Urbano e Meio Ambiente,10/07/2020,,6
19685,0,0,0,0,103,GERASUL,Centrais Elétricas do Sul do Brasil,10/07/2020,,6
19686,0,0,0,0,104,CPRH-PE,Companhia Pernambucana do Meio Ambiente,10/07/2020,,6
19687,0,0,0,0,105,SEMA-AP,Secretaria de Meio Ambiente do Estado do Amapá,10/07/2020,,6
19688,0,0,0,0,106,COGERH-CE,Companhia de Gestão dos Recursos Hídricos - Ceará,10/07/2020,,6
19689,0,0,0,0,107,CRA,Centro de Recursos Ambientais da Bahia,10/07/2020,,6
19690,0,0,0,0,108,HYDROCONSULT,Hydroconsult - Hidrométrica Comércio e Serviços Ltda.,10/07/2020,,6
19691,0,0,0,0,109,SNIRH-MA,Sistema Nacional de Informações sobre Recursos Hídricos - Maranhão,10/07/2020,,6
19692,0,0,0,0,110,ANEEL,Agência Nacional de Energia Elétrica,10/07/2020,,6
19693,0,0,0,0,111,NATURATINS,Instituto Natureza do Tocantins,10/07/2020,,6
19694,0,0,0,0,112,ENGIE,Engie Brasil Energia S.A.,10/07/2020,,6
19695,0,0,0,0,113,CETESB-SP,Companhia de Tecnologia de Saneamento Ambiental,10/07/2020,,6
19696,0,0,0,0,114,INEMA-BA,Instituto do Meio Ambiente e Recursos Hídricos - BA,10/07/2020,,6
19697,0,0,0,0,115,SEDAM-RO,Secretaria de Estado do Desenvolvimento Ambiental - RO,10/07/2020,,6
19698,0,0,0,0,116,IMASUL-MS,Instituto de Meio Ambiente de Mato Grosso do Sul,10/07/2020,,6
19699,0,0,0,0,117,CASAN,Companhia Catarinense de Águas e Saneamento de SC,10/07/2020,,6
19700,0,0,0,0,118,RTK,RTK Engenharia,10/07/2020,,6
19701,0,0,0,0,119,DINFRA,Departamento Nacional de Infra Estrutura,10/07/2020,,6
19702,0,0,0,0,120,SEMAD-GO,Secretaria do Meio Ambiente e Recursos Hídricos - GO,10/07/2020,,6
19703,0,0,0,0,121,SEMARH-AL,Secretaria do Meio Ambiente e  Recursos Hídricos - AL,10/07/2020,,6
19704,0,0,0,0,122,CELG,CELG Geração e Transmissão S.A,10/07/2020,,6
19705,0,0,0,0,123,CEDAE,Companhia Estadual de Águas e Esgotos,10/07/2020,,6
19706,0,0,0,0,124,SIMEHGO,Sistema de Meteorologia e Hidrologia do Estado de Goiás,10/07/2020,,6
19707,0,0,0,0,125,UFAM,Universidade Federal do Estado do Amazonas,10/07/2020,,6
19708,0,0,0,0,126,MANASA,Madeireira Nacional S/A,10/07/2020,,6
19709,0,0,0,0,127,INPE,Instituto Nacional de Pesquisas Espaciais,10/07/2020,,6
19710,0,0,0,0,128,UFSM,Universidade  Federal de Santa Maria - RS,10/07/2020,,6
19711,0,0,0,0,129,ENERCAN,Campos Novos Energia S.A-ENERCAN,10/07/2020,,6
19712,0,0,0,0,130,ENERSUL,Empresa Energética do Mato Grosso do Sul,10/07/2020,,6
19713,0,0,0,0,131,PARANAPANEMA,Rio Paranapanema Energia S.A,10/07/2020,,6
19714,0,0,0,0,132,CERJ,Companhia de Eletricidade do Rio de Janeiro,10/07/2020,,6
19715,0,0,0,0,133,CEB,CEB Geração S.A.,10/07/2020,,6
19716,0,0,0,0,134,VITERBO,Viterbo Machado Luz Mineração Ltda.,10/07/2020,,6
19717,0,0,0,0,135,COOPERLUZ,Cooperativa de Geração de Energia e Desenvolvimento COOPERLUZ Geração,10/07/2020,,6
19718,0,0,0,0,136,JAGUARI,Jaguari Energética S.A,10/07/2020,,6
19719,0,0,0,0,137,CBA,Companhia Brasileira de Alumínio-CBA,10/07/2020,,6
19720,0,0,0,0,138,ENGEP,Engenharia e Pavimentação Ltda,10/07/2020,,6
19721,0,0,0,0,139,CONSTRUSERV,Construserv Serviços Gerais Ltda,10/07/2020,,6
19722,0,0,0,0,140,UFBA,Universidade Federal da Bahia,10/07/2020,,6
19723,0,0,0,0,141,CAIUÁ,Caiuá Serviços de Eletricidade S.A.,10/07/2020,,6
19724,0,0,0,0,142,NOVELIS,Novelis do Brasil Ltda.,10/07/2020,,6
19725,0,0,0,0,143,AES TIETÊ,AES Tietê Energia S.A.,10/07/2020,,6
19726,0,0,0,0,144,CHAPECOZINHO,Chapecozinho Energética S.A.,10/07/2020,,6
19727,0,0,0,0,145,AGROROSSATO,Agropecuária Rossato Ltda.,10/07/2020,,6
19728,0,0,0,0,146,AMANARY,Amanary Eletricidade Ltda.,10/07/2020,,6
19729,0,0,0,0,147,APROVALE,Associação de Produtores Rurais do Vale do Cedro,10/07/2020,,6
19730,0,0,0,0,148,AMPER,Amper Energia Ltda.,10/07/2020,,6
19731,0,0,0,0,149,ARAPUCEL,Arapucel Ombreiras S.A.,10/07/2020,,6
19732,0,0,0,0,150,BAESA,Energética Barra Grande S.A-BAESA,10/07/2020,,6
19733,0,0,0,0,151,BELGO MINEIRA,Companhia Siderúrgica Belgo Mineira,10/07/2020,,6
19734,0,0,0,0,152,EMATEX,Ematex Industrial e Comercial Têxtil Ltda.,10/07/2020,,6
19735,0,0,0,0,153,BRAGAGNOLO,Avelino Bragagnolo S.A Industria e Comércio,10/07/2020,,6
19736,0,0,0,0,154,BRASCAN,Brascan Energética,10/07/2020,,6
19737,0,0,0,0,155,BONET,Bonet Madeiras e Papéis Ltda.,10/07/2020,,6
19738,0,0,0,0,156,BT GERADORA,Bt Geradora de Energia Elétrica S.A,10/07/2020,,6
19739,0,0,0,0,157,CAÇADOR,Caçador Energética S.A,10/07/2020,,6
19740,0,0,0,0,158,ELETROGOES S/A,Eletrogoes S.A,10/07/2020,,6
19741,0,0,0,0,159,CASTAMAN,Castaman Centrais Elétricas Ltda.,10/07/2020,,6
19742,0,0,0,0,160,CDSA,Centrais Elétricas  Cachoeira Dourada-CDSA,10/07/2020,,6
19743,0,0,0,0,161,TECIDOS CEDRO,Companhia Fiação Tecidos Cedro Cachoeira,10/07/2020,,6
19744,0,0,0,0,162,CEESAM,CEESAM Geradora S.A,10/07/2020,,6
19745,0,0,0,0,163,CEJARAGUÁ,Companhia Eletroquímica Jaraguá,10/07/2020,,6
19746,0,0,0,0,164,IRANI,Celulose Irani S.A.,10/07/2020,,6
19747,0,0,0,0,165,IGUAÇU,Iguaçu Geração de Energia Ltda.,10/07/2020,,6
19748,0,0,0,0,166,CERFOX,Cooperativa de Geração e Distribuição de Energia Fontoura Xavier Ltda. - CERFOX,10/07/2020,,6
19749,0,0,0,0,167,CERILUZ GERAÇÃO,Cooperativa de Geração de Energia e Desenvolvimento Social Ltda. - Ceriluz Geração,10/07/2020,,6
19750,0,0,0,0,168,CERMISSÕES,Cooperativa de Distribuição e Geração de Energia das Missões Ltda.-CERMISSÕES,10/07/2020,,6
19751,0,0,0,0,169,FAZ.GIRASSOL,Fazenda Girassol,10/07/2020,,6
19752,0,0,0,0,170,CERTHIL,Cooperativa de Energia e Desenvolvimento Rural Entre Rios Ltda.-CERTHIL,10/07/2020,,6
19753,0,0,0,0,171,MRN,Mineração Rio do Norte,10/07/2020,,6
19754,0,0,0,0,172,CFLCL,Companhia Força e Luz Cataguases Leopoldina,10/07/2020,,6
19755,0,0,0,0,173,ELETRAM,Eletricidade da Amazônia S.A-ELETRAM,10/07/2020,,6
19756,0,0,0,0,174,PORTLAND ITAÚ,Companhia Cimento Portland Itaú,10/07/2020,,6
19757,0,0,0,0,175,SERHMA-SE,Secretaria do Meio Ambiente e Recursos Hídricos - SE,10/07/2020,,6
19758,0,0,0,0,176,COPREL,Cooperativa de Geração de Energia e Desenvolvimento-Coprel,10/07/2020,,6
19759,0,0,0,0,177,UNICAMP,Universidade de Campinas,10/07/2020,,6
19760,0,0,0,0,178,COSTA RICA,Costa Rica Energética Ltda.,10/07/2020,,6
19761,0,0,0,0,179,CRELUZ G,Cooperativa de Geração de Energia e Desenvolvimento,10/07/2020,,6
19762,0,0,0,0,180,ELOI BRUNETTA,Eloi Bruneta e Cia. Ltda.,10/07/2020,,6
19763,0,0,0,0,181,ESCELSA,Espírito Santo Centrais Elétricas S.A.,10/07/2020,,6
19764,0,0,0,0,182,FAIXA AZUL,Faixa Azul Industria de Móveis para Escritório Ltda.,10/07/2020,,6
19765,0,0,0,0,183,FAXINAL,Madeireira Faxinal Ltda.,10/07/2020,,6
19766,0,0,0,0,184,GLOBAL,Global Energia Elétrica S.A.,10/07/2020,,6
19767,0,0,0,0,185,HEIDRICH,Heidrich Geração Elétrica Ltda,10/07/2020,,6
19768,0,0,0,0,186,IBEMA,Companhia Brasileira de Papel-IBEMA,10/07/2020,,6
19769,0,0,0,0,187,INSAM,Indústrias de Madeiras Santa Maria Ltda.-INSAM,10/07/2020,,6
19770,0,0,0,0,188,FEPAM-RS,Fundação Estadual de Proteção Ambiental Henrique Luiz Roessler - RS,10/07/2020,,6
19771,0,0,0,0,189,ITISA,Itiquira Energética S.A-ITISA,10/07/2020,,6
19772,0,0,0,0,190,ADASA,Agência Reguladora de Águas e Saneamento - DF,10/07/2020,,6
19773,0,0,0,0,191,LARROSA,Larrosa Construmil,10/07/2020,,6
19774,0,0,0,0,192,LAGO AZUL,Lago Azul Ltda.-LASA,10/07/2020,,6
19775,0,0,0,0,193,MAFRAS,Mafras Energia Ltda.,10/07/2020,,6
19776,0,0,0,0,194,AMAZONAS,Amazonas Geração e Transmissão de Energia S.A.,10/07/2020,,6
19777,0,0,0,0,195,RGE,RGE - Rio Grande Energia,10/07/2020,,6
19778,0,0,0,0,196,SAMARCO,Samarco Mineração S.A.,10/07/2020,,6
19779,0,0,0,0,197,TROMBINE,Trombine Papel e Embalagens S.A.,10/07/2020,,6
19780,0,0,0,0,198,TRAPICHE,Usina Trapiche S.A.,10/07/2020,,6
19781,0,0,0,0,199,Pará de Minas,Prefeitura Pará de Minas,10/07/2020,,6
19782,0,0,0,0,200,RECIMAP,Recimap Industria e Comércio Ltda.,10/07/2020,,6
19783,0,0,0,0,201,CESAN,Companhia Espirito Santense de Saneamento - CESAN,10/07/2020,,6
19784,0,0,0,0,202,UFC,UFC Engenharia,10/07/2020,,6
19785,0,0,0,0,203,ITAMARATI,Itamarati Norte S.A - Agropecuária,10/07/2020,,6
19786,0,0,0,0,204,CEC,Companhia Energética Chapecó,10/07/2020,,6
19787,0,0,0,0,205,FERTILIGAS,Fertiligas Industria e Comércio Ltda.,10/07/2020,,6
19788,0,0,0,0,206,ITAPEBI,Itapebi Geração de Energia S.A.,10/07/2020,,6
19789,0,0,0,0,207,PRIMO TEDESCO,Fabrica de Papel Primo Tedesco S.A.,10/07/2020,,6
19790,0,0,0,0,208,FLP,Ferro Ligas Piracicaba Ltda.-FLP,10/07/2020,,6
19791,0,0,0,0,209,QUEIROS GALVÃO,Queiros Galvão Elétrica S.A.,10/07/2020,,6
19792,0,0,0,0,210,INVESTCO,Investco S.A.,10/07/2020,,6
19793,0,0,0,0,211,ELEKTRO,Instituto Elektro,10/07/2020,,6
19794,0,0,0,0,212,CER,Centrais Elétricas de Roraima,10/07/2020,,6
19795,0,0,0,0,213,CESC,Companhia Energética Santa Clara-CESC,10/07/2020,,6
19796,0,0,0,0,214,VISTA,Bela Vista Geração de Energia S.A.,10/07/2020,,6
19797,0,0,0,0,215,COTIPORÃ,Cotiporã Energética S.A.,10/07/2020,,6
19798,0,0,0,0,216,CLFSC,Companhia Luz e Força Santa Cruz,10/07/2020,,6
19799,0,0,0,0,217,PANAMBI,Hidroelétrica Panambi S.A.,10/07/2020,,6
19800,0,0,0,0,218,CSPE,CSPE - Companhia Sul Paulista de Energia,10/07/2020,,6
19801,0,0,0,0,219,CODESP,Companhia Docas do Estado de São Paulo-CODESP,10/07/2020,,6
19802,0,0,0,0,220,DEMEI,Departamento Municipal de Energia de Ijuí-DEMEI,10/07/2020,,6
19803,0,0,0,0,221,LIBRAGA,Brandão e Cia Ltda.,10/07/2020,,6
19804,0,0,0,0,222,ENERCOOP,Enercoop Ltda.,10/07/2020,,6
19805,0,0,0,0,223,ENGECORPS,Corpo de Engenheiros Consultores Ltda.,10/07/2020,,6
19806,0,0,0,0,224,MAGGI,Maggi Energia S.A.,10/07/2020,,6
19807,0,0,0,0,225,ALTOÉ,Hidroelétrica Altoé Ltda.,10/07/2020,,6
19808,0,0,0,0,226,CEP,Companhia Energética Paulista S.A.,10/07/2020,,6
19809,0,0,0,0,227,CIA MINAS,Companhia Minas da Passagem,10/07/2020,,6
19810,0,0,0,0,228,VALE-ITV,Instituto Tecnológico Vale - ITV,10/07/2020,,6
19811,0,0,0,0,229,CPFL GERAÇÃO,CPFL Geração de Energias S.A.,10/07/2020,,6
19812,0,0,0,0,230,APAC-PE,Agência Pernambucana de Águas e Clima,10/07/2020,,6
19813,0,0,0,0,231,FURG,Universidade Federal do Rio Grande,10/07/2020,,6
19814,0,0,0,0,232,DMEDISTR,DME Distribuição S/A,10/07/2020,,6
19815,0,0,0,0,233,ELETRON,Eletricidade de Rondônia Ltda-ELETRON,10/07/2020,,6
19816,0,0,0,0,234,ELFSM,Empresa Luz e Força Santa Maria S.A.,10/07/2020,,6
19817,0,0,0,0,235,FOCKINK,Hidrelétrica Fockink S.A,10/07/2020,,6
19818,0,0,0,0,236,FORCEL,Força e Luz Coronel Vivida Ltda.,10/07/2020,,6
19819,0,0,0,0,237,HIDROBASA,Hidrometria da Bahia Ltda.,10/07/2020,,6
19820,0,0,0,0,238,HIDROTÉRMICA,Hidrotérmica S.A.,10/07/2020,,6
19821,0,0,0,0,239,HORIZONTES,Horizontes Energia S.A.,10/07/2020,,6
19822,0,0,0,0,240,RIO SÃO MARCOS,Hidrelétrica Rio São Marcos Ltda.,10/07/2020,,6
19823,0,0,0,0,241,MONTE AZUL,Monte Azul Empreendimentos Imobiliários e Geração de Energia Ltda.,10/07/2020,,6
19824,0,0,0,0,242,PESQUEIRO,Pesqueiro Energia S.A.,10/07/2020,,6
19825,0,0,0,0,243,PIRAPAMA,Companhia Industrial Pirapama,10/07/2020,,6
19826,0,0,0,0,244,PONTE DE PEDRA,Ponte de Pedra Energética S.A.,10/07/2020,,6
19827,0,0,0,0,245,ROSAL,Rosal Energia S.A.,10/07/2020,,6
19828,0,0,0,0,246,SANTANENSE,Companhia Tecidos Santanense,10/07/2020,,6
19829,0,0,0,0,247,SULGIPE,Companhia Sul Sergipana de Eletricidade,10/07/2020,,6
19830,0,0,0,0,248,TECEL.SÃO PEDRO,Tecelagem São Pedro,10/07/2020,,6
19831,0,0,0,0,249,UFRP,Universidade Federal Rural de Pernambuco,10/07/2020,,6
19832,0,0,0,0,250,UNB,Universidade de Brasília,10/07/2020,,6
19833,0,0,0,0,251,SEMESA,Semesa S.A.,10/07/2020,,6
19834,0,0,0,0,252,MARINGÁ,Maringá S.A. Cimento e Ferro-Liga,10/07/2020,,6
19835,0,0,0,0,253,IMBEL,Indústria de Material Bélico do Brasil-IMBEL,10/07/2020,,6
19836,0,0,0,0,254,CLFM,Companhia Luz e Força Mococa-CLFM,10/07/2020,,6
19837,0,0,0,0,255,RIO BRANCO,Cimento Rio Branco S.A.,10/07/2020,,6
19838,0,0,0,0,256,SALTO DO LOBO,Companhia Energética Salto do Lobo Ltda.,10/07/2020,,6
19839,0,0,0,0,257,RIO PEDRINHO,Energética Rio Pedrinho S.A.,10/07/2020,,6
19840,0,0,0,0,258,SEMARH-TO,Secretaria do Meio Ambiente e Recursos Hídricos - TO,10/07/2020,,6
19841,0,0,0,0,259,CONCREMAT,Concremat Engenharia e Tecnologia,10/07/2020,,6
19842,0,0,0,0,260,HIDRECON,Energia Independente,10/07/2020,,6
19843,0,0,0,0,261,ELTAN,Eltan Energética,10/07/2020,,6
19844,0,0,0,0,262,SENGES,Senges Papel e Celulose Ltda.,10/07/2020,,6
19845,0,0,0,0,263,CRISTO REI,Industrias Reunidas Cristo Rei Ltda.,10/07/2020,,6
19846,0,0,0,0,264,CERSAD,Cooperativa de Geração de Energia Elétrica Salto Donner - CERSAD,10/07/2020,,6
19847,0,0,0,0,265,CURUÁ,Curuá Energia S.A.,10/07/2020,,6
19848,0,0,0,0,266,SEMA-RS,Secretaria de Meio Ambiente do Estado do Rio Grande do Sul,10/07/2020,,6
19849,0,0,0,0,267,MAGNA,Magna Engenharia Ltda.,10/07/2020,,6
19850,0,0,0,0,268,PRCPI,Produtividade Rural Comércio de Peças de Irrigação Ltda.,10/07/2020,,6
19851,0,0,0,0,269,UFPA,Universidade Federal do Pará,10/07/2020,,6
19852,0,0,0,0,270,INCAPER,Instituto Capixaba de Pesquisa,10/07/2020,,6
19853,0,0,0,0,271,TATUÍ,Companhia Energética Tatuí Ltda,10/07/2020,,6
19854,0,0,0,0,272,ROVENA,Rovena - Veículos e Máquinas Ltda.,10/07/2020,,6
19855,0,0,0,0,273,POUSO ALTO,Pouso Alto Energia S.A.,10/07/2020,,6
19856,0,0,0,0,274,RIO DO SANGUE,Rio do Sangue Energia S.A.,10/07/2020,,6
19857,0,0,0,0,275,SEIVA,SEIVA Engenharia e Projetos Ambientais Ltda.,10/07/2020,,6
19858,0,0,0,0,276,INTERNATIONAL,International Paper do Brasil,10/07/2020,,6
19859,0,0,0,0,277,TAIRETÁ,Tairetá Eletricidade Ltda.,10/07/2020,,6
19860,0,0,0,0,278,ENERPEIXE,Enerpeixe S.A,10/07/2020,,6
19861,0,0,0,0,279,CJ ENERGETICA,CJ Energética S.A,10/07/2020,,6
19862,0,0,0,0,280,L.D.Q.S.P.E.,L.D.Q.S.P.E. Geração de Energia e Participações Ltda.,10/07/2020,,6
19863,0,0,0,0,281,HIDROTÉCNICA,Hidrotécnica Serviços Técnicos Ltda,10/07/2020,,6
19864,0,0,0,0,282,SEIVAL,SEIVAL Usina Termelétrica Ltda,10/07/2020,,6
19865,0,0,0,0,283,SEMARH-PI,Secretaria do Meio Ambiente e Recursos Hídricos - PI,10/07/2020,,6
19866,0,0,0,0,284,AESA-PB,Agência Executiva de Gestão das Águas do Estado da Paraíba,10/07/2020,,6
19867,0,0,0,0,285,COSTA BARROS,Costa Barros Engenharia,10/07/2020,,6
19868,0,0,0,0,286,FEPI,Fundação de Ensino e Pesquisa de Itajubá,10/07/2020,,6
19869,0,0,0,0,287,JCTM,JCTM Ltda.,10/07/2020,,6
19870,0,0,0,0,288,ARROSSENSAL,Arrossensal Agropecuária e Comercial S.A.,10/07/2020,,6
19871,0,0,0,0,289,ELEJOR,Centrais Elétricas do Rio Jordão S.A-ELEJOR,10/07/2020,,6
19872,0,0,0,0,290,ELETROCESAR,Eletro Cesar Geração de Energia Ltda,10/07/2020,,6
19873,0,0,0,0,291,IGARN-RN,Instituto de Gestão das Águas do Estado do Rio Grande do Norte,10/07/2020,,6
19874,0,0,0,0,292,ÁGUAS GUARIROBA,Águas Guariroba S/A,10/07/2020,,6
19875,0,0,0,0,293,CEMTEC-MS,"Centro Estadual de Monitoramento do Tempo, Clima e Rec. Hídricos - MS",10/07/2020,,6
19876,0,0,0,0,294,CRIÚVA,Criuva Energética S.A.,10/07/2020,,6
19877,0,0,0,0,295,UHRGL,Usina Hidrelétrica Rio Grande Ltda,10/07/2020,,6
19878,0,0,0,0,296,RIALMA IV,Rialma Companhia Energética IV S/A,10/07/2020,,6
19879,0,0,0,0,297,DA ILHA,Da Ilha Energética S.A.,10/07/2020,,6
19880,0,0,0,0,298,ANTÔNIO FORNASA,Antônio Fornasa Administradora de Bens Ltda.,10/07/2020,,6
19881,0,0,0,0,299,CERAN,Companhia Energética Rio das Antas-CERAN,10/07/2020,,6
19882,0,0,0,0,300,CRISTALINO,Cristalino Energia Ltda.,10/07/2020,,6
19883,0,0,0,0,301,CN ENERGIA,CN Energia S.A,10/07/2020,,6
19884,0,0,0,0,302,BCE,Brasil Central Energia ltda.,10/07/2020,,6
19885,0,0,0,0,303,CEBEL,Centrais Elétricas Belém S.A-CEBEL,10/07/2020,,6
19886,0,0,0,0,304,CESS,Companhia Energética São Salvador-CESS,10/07/2020,,6
19887,0,0,0,0,305,HÁGUAS,Háguas Hidrometria e Telemetria,10/07/2020,,6
19888,0,0,0,0,306,PCH FIGUEIRA,Consórcio PCH Figueira,10/07/2020,,6
19889,0,0,0,0,307,ELETROSSOL,Centrais Elétricas Cassol  Ltda.-ELETROSSOL,10/07/2020,,6
19890,0,0,0,0,308,SÃO JOAQUIM,São Joaquim Energia S.A,10/07/2020,,6
19891,0,0,0,0,309,DOBREVÊ,Dobrevê Energética,10/07/2020,,6
19892,0,0,0,0,310,LAFARGE,Lafarge Brasil S.A.,10/07/2020,,6
19893,0,0,0,0,311,GALVÃO ENG.,Galvão Engenharia S.A.,10/07/2020,,6
19894,0,0,0,0,312,FOZ DO CHOPIM,Foz do Chopim Energética Ltda.,10/07/2020,,6
19895,0,0,0,0,313,ISA,Instituto Sócio Ambiental,10/07/2020,,6
19896,0,0,0,0,314,RIACHÃO,Riachão Energética S.A.,10/07/2020,,6
19897,0,0,0,0,315,GACEL,Galera Centrais Elétricas S.A-GACEL,10/07/2020,,6
19898,0,0,0,0,316,PONTE ALTA,Energética Ponte Alta S.A,10/07/2020,,6
19899,0,0,0,0,317,L&S PAR,L&S PAR LTDA e Alupar Investimento S.A.,10/07/2020,,6
19900,0,0,0,0,318,BRAÇO NORTE,Braço Norte Energia S.A.,10/07/2020,,6
19901,0,0,0,0,319,SÃO SIMÃO,São Simão Energia S.A,10/07/2020,,6
