CodigoPLU,CodigoFLU,OperadoraSigla
1643042,44630500,CPRM-SUREG-BH
1643044,44634500,CPRM-SUREG-BH
1543025,44640000,CPRM-SUREG-BH
1543002,44670000,CPRM-SUREG-BH
1543013,44909000,CPRM-SUREG-BH
1442032,44960000,CPRM-SUREG-BH
1444000,45131000,CPRM-SUREG-BH
1444017,45170001,CPRM-SUREG-BH
1444005,45210000,CPRM-SUREG-BH
1444001,45220000,CPRM-SUREG-BH
1443002,45298000,CPRM-SUREG-BH
1344014,45590000,CPRM-SUREG-SA
1344025,45710000,CPRM-SUREG-SA
1345003,45760000,CPRM-SUREG-SA
1344016,45770000,CPRM-SUREG-SA
1344013,45840000,CPRM-SUREG-SA
1344015,45880000,CPRM-SUREG-SA
1344017,45910001,CPRM-SUREG-SA
1343008,45960001,CPRM-SUREG-SA
1243000,46035000,CPRM-SUREG-SA
1242019,46110000,CPRM-SUREG-SA
1243011,46150000,CPRM-SUREG-SA
1242016,46295000,CPRM-SUREG-SA
1143002,46360000,CPRM-SUREG-SA
1245007,46415000,CPRM-SUREG-SA
1245005,46455000,CPRM-SUREG-SA
1244019,46490000,CPRM-SUREG-SA
1245017,46530000,CPRM-SUREG-SA
1245004,46543000,CPRM-SUREG-SA
1244011,46550000,CPRM-SUREG-SA
1244021,46555000,CPRM-SUREG-SA
1145013,46570000,CPRM-SUREG-SA
1145014,46590000,CPRM-SUREG-SA
1144005,46675000,CPRM-SUREG-SA
1145004,46770000,CPRM-SUREG-SA
1145001,46790000,CPRM-SUREG-SA
1144027,46830000,CPRM-SUREG-SA
1143010,46902000,CPRM-SUREG-SA
1042012,47249000,CPRM-SUREG-SA
1040028,47900000,CPRM-SUREG-SA
940024,48020000,CPRM-SUREG-SA
839035,48290000,CPRM-SUREG-SA
839013,48400000,CPRM-SUREG-RE
839014,48430000,CPRM-SUREG-RE
839009,48460000,CPRM-SUREG-RE
839034,48498000,CPRM-SUREG-RE
839031,48590000,CPRM-SUREG-SA
737027,48830000,CPRM-SUREG-RE
838021,48860000,CPRM-SUREG-RE
837053,49100000,CPRM-SUREG-RE
837038,49160000,CPRM-SUREG-RE
937018,49370000,CPRM-SUREG-SA
937031,49480000,CPRM-SUREG-RE
937032,49490000,CPRM-SUREG-RE
937040,49600000,CPRM-SUREG-RE
936076,49660000,CPRM-SUREG-RE
1036048,49705000,CPRM-SUREG-SA
1036005,49740000,CPRM-SUREG-SA
1038023,50146000,CPRM-SUREG-SA
1037007,50191000,CPRM-SUREG-SA
1137017,50230000,CPRM-SUREG-SA
1137027,50290000,CPRM-SUREG-SA
1040026,50380000,CPRM-SUREG-SA
1140016,50420000,CPRM-SUREG-SA
1140032,50439000,CPRM-SUREG-SA
1140033,50455000,CPRM-SUREG-SA
1039019,50465000,CPRM-SUREG-SA
1138026,50520000,CPRM-SUREG-SA
1138014,50540000,CPRM-SUREG-SA
1137043,50595000,CPRM-SUREG-SA
1237000,50660000,CPRM-SUREG-SA
1238000,50795000,CPRM-SUREG-SA
1241033,51108000,CPRM-SUREG-SA
1241008,51120000,CPRM-SUREG-SA
1241017,51140000,CPRM-SUREG-SA
1241026,51170000,CPRM-SUREG-SA
1241001,51230000,CPRM-SUREG-SA
1240012,51240000,CPRM-SUREG-SA
1240016,51280000,CPRM-SUREG-SA
1239007,51350000,CPRM-SUREG-SA
1339034,51560000,CPRM-SUREG-SA
1339030,51650000,CPRM-SUREG-SA
1339038,51795000,CPRM-SUREG-SA
1339027,51820000,CPRM-SUREG-SA
1339044,51890000,CPRM-SUREG-SA
1341046,52020000,CPRM-SUREG-SA
1341029,52199000,CPRM-SUREG-SA
1441000,52270000,CPRM-SUREG-SA
1440032,52404000,CPRM-SUREG-SA
1340003,52570000,CPRM-SUREG-SA
1439014,52680000,CPRM-SUREG-SA
1439006,52790000,CPRM-SUREG-SA
1539008,53130000,CPRM-SUREG-SA
1541013,53540001,CPRM-SUREG-SA
1541001,53620000,CPRM-SUREG-SA
1540003,53630000,CPRM-SUREG-SA
1539014,53880000,CPRM-SUREG-SA
1539010,53950000,CPRM-SUREG-SA
1642026,54165000,CPRM-SUREG-BH
1642008,54193000,CPRM-SUREG-BH
1642002,54200000,CPRM-SUREG-BH
1742008,54230000,CPRM-SUREG-BH
1642013,54390000,CPRM-SUREG-BH
1742025,54430000,CPRM-SUREG-BH
1641001,54580000,CPRM-SUREG-BH
1641007,54590000,CPRM-SUREG-BH
1641002,54710000,CPRM-SUREG-BH
1641012,54730005,CPRM-SUREG-BH
1640001,54770000,CPRM-SUREG-BH
1640000,54780000,CPRM-SUREG-BH
1539006,54950000,CPRM-SUREG-BH
1739005,55340000,CPRM-SUREG-BH
1739022,55380000,CPRM-SUREG-BH
1740005,55460000,CPRM-SUREG-BH
1739020,55490000,CPRM-SUREG-BH
1741001,55520001,CPRM-SUREG-BH
1741003,55560000,CPRM-SUREG-BH
1740000,55630000,CPRM-SUREG-BH
1740026,55660000,CPRM-SUREG-BH
1840009,55800005,CPRM-SUREG-BH
1840020,55850000,CPRM-SUREG-BH
1840004,55900000,CPRM-SUREG-BH
1840026,55960000,CPRM-SUREG-BH
2042018,56110005,CPRM-SUREG-BH
2043011,56240000,CPRM-SUREG-BH
2043027,56337000,CPRM-SUREG-BH
2042016,56385000,CPRM-SUREG-BH
2042011,56415000,CPRM-SUREG-BH
2042031,56425000,CPRM-SUREG-BH
2042010,56500000,CPRM-SUREG-BH
1943001,56610000,CPRM-SUREG-BH
1942030,56719998,CPRM-SUREG-BH
1943003,56775000,CPRM-SUREG-BH
1841020,56850000,CPRM-SUREG-BH
1841003,56851000,CPRM-SUREG-BH
1942048,56924500,CPRM-SUREG-BH
1942008,56935000,CPRM-SUREG-BH
1941019,56989001,CPRM-SUREG-BH
1941003,56992000,CPRM-SUREG-BH
1940016,56998400,CPRM-SUREG-BH
2040010,57130000,CPRM-SUREG-BH
2040045,57170000,CPRM-SUREG-BH
2041018,57350000,CPRM-SUREG-BH
2041013,57360000,CPRM-SUREG-BH
2041002,57490000,CPRM-SUREG-BH
2040006,57580000,CPRM-SUREG-BH
2041005,57700000,CPRM-SUREG-SP
2041014,57720000,CPRM-SUREG-SP
2041001,57740000,CPRM-SUREG-SP
2141016,57770000,CPRM-SUREG-SP
2141014,57830000,CPRM-SUREG-SP
2141015,57880000,CPRM-SUREG-SP
2245055,58030000,CPRM-SUREG-SP
2345065,58040000,CPRM-SUREG-SP
2345067,58060000,CPRM-SUREG-SP
2345071,58099000,CPRM-SUREG-SP
2345204,58110002,CPRM-SUREG-SP
2245048,58183000,CPRM-SUREG-SP
2244001,58235100,CPRM-SUREG-SP
2244043,58287000,CPRM-SUREG-SP
2244041,58305001,CPRM-SUREG-SP
2243159,58315100,CPRM-SUREG-SP
2243003,58380001,CPRM-SUREG-SP
2243012,58405000,CPRM-SUREG-SP
2242027,58420000,CPRM-SUREG-SP
2243016,58425000,CPRM-SUREG-SP
2143020,58470000,CPRM-SUREG-SP
2143021,58520000,CPRM-SUREG-SP
2244038,58530000,CPRM-SUREG-SP
2244036,58535000,CPRM-SUREG-SP
2243008,58585000,CPRM-SUREG-SP
2242029,58645000,CPRM-SUREG-SP
2142014,58648001,CPRM-SUREG-SP
2143017,58720000,CPRM-SUREG-SP
2142000,58735000,CPRM-SUREG-SP
2143022,58750000,CPRM-SUREG-SP
2143018,58755000,CPRM-SUREG-SP
2142006,58765001,CPRM-SUREG-SP
2142077,58788050,CPRM-SUREG-SP
2142067,58790002,CPRM-SUREG-SP
2141007,58795000,CPRM-SUREG-SP
2242021,58827000,CPRM-SUREG-SP
2141006,58874000,CPRM-SUREG-SP
2142004,58910000,CPRM-SUREG-SP
2142009,58917000,CPRM-SUREG-SP
2142002,58920000,CPRM-SUREG-SP
2042027,58934000,CPRM-SUREG-SP
2141004,58940000,CPRM-SUREG-SP
2141003,58960000,CPRM-SUREG-SP
2241003,59100000,CPRM-SUREG-SP
2242004,59125000,CPRM-SUREG-SP
2242003,59135000,CPRM-SUREG-SP
2244135,59355000,CPRM-SUREG-SP
2344007,59380000,CPRM-SUREG-SP
1847010,60145000,CPRM-SUREG-BH
1847001,60150000,CPRM-SUREG-BH
2047037,60220000,CPRM-SUREG-BH
1946007,60250000,CPRM-SUREG-BH
1848004,60615000,CPRM-SUREG-BH
1649006,60635000,CPRM-SUREG-GO
1849016,60680000,CPRM-SUREG-GO
1749001,60715000,CPRM-SUREG-GO
1751004,60774000,CPRM-SUREG-GO
1750004,60781000,CPRM-SUREG-GO
1750003,60790000,CPRM-SUREG-GO
1850003,60798000,CPRM-SUREG-GO
1850001,60810000,CPRM-SUREG-GO
1948005,60835000,CPRM-SUREG-BH
1849000,60845000,CPRM-SUREG-BH
1949006,60855000,CPRM-SUREG-BH
1850002,60870000,CPRM-SUREG-GO
1852001,60930000,CPRM-SUREG-GO
1851001,60940000,CPRM-SUREG-GO
1951000,60950000,CPRM-SUREG-GO
1951001,60970000,CPRM-SUREG-GO
2144001,61009000,IGAM-MG
2144007,61012000,IGAM-MG
2144018,61024000,IGAM-MG
2144025,61031000,IGAM-MG
2144022,61045000,IGAM-MG
2144019,61052000,IGAM-MG
2144021,61060000,IGAM-MG
2144006,61075000,IGAM-MG
2144005,61078000,IGAM-MG
2143005,61085000,IGAM-MG
2143006,61090000,IGAM-MG
2143008,61100000,IGAM-MG
2144009,61105000,IGAM-MG
2144024,61122000,IGAM-MG
2144023,61135000,IGAM-MG
2144000,61140000,IGAM-MG
2145007,61173000,CPRM-SUREG-BH
2245064,61267000,IGAM-MG
2245087,61280000,IGAM-MG
2245083,61285000,IGAM-MG
2245070,61295000,IGAM-MG
2245011,61320000,IGAM-MG
2245066,61350000,IGAM-MG
2244068,61429000,IGAM-MG
2144004,61473000,IGAM-MG
2145008,61500000,IGAM-MG
2145003,61510000,IGAM-MG
2145024,61530000,IGAM-MG
2146029,61565000,CPRM-SUREG-BH
2246047,61800500,CPRM-SUREG-BH
2146026,61815000,CPRM-SUREG-BH
2146001,61826000,CONSTRUFAM-SP
2246056,61861000,CPRM-SUREG-BH
2246052,61865000,CPRM-SUREG-BH
2247054,61886000,CONSTRUFAM-SP
2146013,61895000,CONSTRUFAM-SP
2148028,61912000,CONSTRUFAM-SP
2347057,62395000,CONSTRUFAM-SP
2247058,62420000,CONSTRUFAM-SP
2347059,62478000,CONSTRUFAM-SP
2347060,62490000,CONSTRUFAM-SP
2246023,62625000,CONSTRUFAM-SP
2346094,62665000,CONSTRUFAM-SP
2346095,62670000,CONSTRUFAM-SP
1953004,63001200,CPRM-SUREG-GO
2052006,63003100,CPRM-SUREG-GO
1953000,63250000,CPRM-SUREG-GO
2052002,63350100,CPRM-SUREG-GO
2053000,63900001,CPRM-SUREG-GO
2053004,63930000,CPRM-SUREG-GO
2154002,63950010,CPRM-SUREG-GO
2154008,63950100,CPRM-SUREG-GO
2153005,63950250,CPRM-SUREG-GO
2153002,63950300,CPRM-SUREG-GO
2350067,64506000,IAT-PR
2350057,64508500,IAT-PR
2254001,64609000,CPRM-SUREG-GO
2254004,64610000,CPRM-SUREG-GO
2154000,64613000,CPRM-SUREG-GO
2253015,64618000,CPRM-SUREG-GO
2451003,64625000,IAT-PR
2451017,64645000,IAT-PR
2451002,64655000,IAT-PR
2451020,64659000,IAT-PR
2351066,64660500,IAT-PR
2352002,64673000,IAT-PR
2354000,64717000,CPRM-SUREG-GO
2355002,64723000,CPRM-SUREG-GO
2452055,64771500,IAT-PR
2452000,64775000,IAT-PR
2453000,64830000,IAT-PR
2454046,64843000,IAT-PR
2549017,65010000,IAT-PR
2549093,65025000,IAT-PR
2650000,65180000,IAT-PR
2651004,65365000,IAT-PR
2652015,65925000,IAT-PR
2653024,65948000,IAT-PR
1456003,66006000,CPRM-SUREG-GO
1557001,66010000,CPRM-SUREG-GO
1657003,66070004,CPRM-SUREG-GO
1558005,66072000,CPRM-SUREG-GO
1657002,66090000,CPRM-SUREG-GO
1655002,66280000,CPRM-SUREG-GO
1656004,66360000,CPRM-SUREG-GO
1756000,66370000,CPRM-SUREG-GO
1654000,66450001,CPRM-SUREG-GO
1656003,66470000,CPRM-SUREG-GO
1754000,66520000,CPRM-SUREG-GO
1756001,66650000,CPRM-SUREG-GO
1756004,66710000,CPRM-SUREG-GO
1857001,66800000,CPRM-SUREG-GO
1854004,66870000,CPRM-SUREG-GO
2056003,66900000,CPRM-SUREG-GO
2056001,66910000,CPRM-SUREG-GO
2055002,66941000,CPRM-SUREG-GO
2055007,66945000,CPRM-SUREG-GO
1957006,66960008,CPRM-SUREG-GO
1957004,66970000,CPRM-SUREG-GO
2157006,67030000,CPRM-SUREG-GO
2157004,67100000,CPRM-SUREG-GO
2257001,67170000,CPRM-SUREG-GO
2849023,70100000,CPRM-SUREG-PA
2850006,70200000,CPRM-SUREG-PA
2850004,70500000,CPRM-SUREG-PA
2749031,71200000,CPRM-SUREG-PA
2749009,71300000,CPRM-SUREG-PA
2750009,71498000,CPRM-SUREG-PA
2652001,73300000,CPRM-SUREG-PA
2652000,73600000,CPRM-SUREG-PA
2653007,73900000,CPRM-SUREG-PA
2753019,74100000,CPRM-SUREG-PA
2753004,74205000,CPRM-SUREG-PA
2653004,74320000,CPRM-SUREG-PA
2753050,74329000,CPRM-SUREG-PA
2653030,74424500,CPRM-SUREG-PA
2753009,74470000,CPRM-SUREG-PA
2754001,74500000,CPRM-SUREG-PA
2754009,74700000,CPRM-SUREG-PA
2755001,74800000,CPRM-SUREG-PA
2853010,75155000,CPRM-SUREG-PA
2853003,75200000,CPRM-SUREG-PA
2954036,75450000,CPRM-SUREG-PA
2855002,75500000,CPRM-SUREG-PA
2855001,75550000,CPRM-SUREG-PA
2855004,75700000,CPRM-SUREG-PA
2856006,75780000,CPRM-SUREG-PA
2956005,75900000,CPRM-SUREG-PA
3054002,76251000,CPRM-SUREG-PA
3054007,76310000,CPRM-SUREG-PA
2954007,76440000,CPRM-SUREG-PA
2954004,76460000,CPRM-SUREG-PA
2955008,76560000,CPRM-SUREG-PA
2955013,76750000,CPRM-SUREG-PA
2956006,76800000,CPRM-SUREG-PA
2957003,77150000,CPRM-SUREG-PA
3154006,79400000,CPRM-SUREG-PA
2346106,80200000,CONSTRUFAM-SP
2449063,81102000,IAT-PR
2449020,81120000,IAT-PR
2449007,81125000,IAT-PR
2449006,81135000,IAT-PR
2448036,81335000,IAT-PR
2448017,81350000,CONSTRUFAM-SP
2347062,81450000,CONSTRUFAM-SP
2447045,81580000,CONSTRUFAM-SP
2447097,81595000,CONSTRUFAM-SP
2447043,81600000,CONSTRUFAM-SP
2447044,81630000,CONSTRUFAM-SP
2447046,81679000,CONSTRUFAM-SP
2448097,81710000,CONSTRUFAM-SP
2649037,82350000,EPAGRI-SC
2648034,82769800,EPAGRI-SC
2750034,83029900,EPAGRI-SC
2750014,83030000,EPAGRI-SC
2650036,83035000,EPAGRI-SC
2749003,83050000,EPAGRI-SC
2749037,83105000,EPAGRI-SC
2749039,83300200,EPAGRI-SC
2649001,83520000,EPAGRI-SC
2649003,83660000,EPAGRI-SC
2649008,83675000,EPAGRI-SC
2649005,83690000,EPAGRI-SC
2649007,83800002,EPAGRI-SC
2648002,83880000,EPAGRI-SC
2749046,83892990,EPAGRI-SC
2749045,83892998,EPAGRI-SC
2748001,84071000,EPAGRI-SC
2748002,84095000,EPAGRI-SC
2748005,84100000,EPAGRI-SC
2748004,84150100,EPAGRI-SC
2849001,84249998,EPAGRI-SC
2849028,84300000,EPAGRI-SC
2749012,84520000,EPAGRI-SC
2849031,84520010,EPAGRI-SC
2849030,84559800,EPAGRI-SC
2849000,84580000,EPAGRI-SC
2849027,84580500,EPAGRI-SC
2848000,84600000,EPAGRI-SC
2849006,84820000,EPAGRI-SC
2849044,84949800,EPAGRI-SC
2949001,84970000,CPRM-SUREG-PA
2953008,85400000,CPRM-SUREG-PA
3053004,85480000,CPRM-SUREG-PA
3053017,85610000,CPRM-SUREG-PA
2953037,85642000,CPRM-SUREG-PA
2952034,85730800,CPRM-SUREG-PA
2851022,86480000,CPRM-SUREG-PA
2951010,86720000,CPRM-SUREG-PA
2950050,87150000,CPRM-SUREG-PA
2951022,87160000,CPRM-SUREG-PA
2951027,87168000,CPRM-SUREG-PA
2951081,87230000,CPRM-SUREG-PA
2951080,87270000,CPRM-SUREG-PA
2950068,87374000,CPRM-SUREG-PA
2951139,87380000,CPRM-SUREG-PA
3051038,87540000,CPRM-SUREG-PA
3152011,87905000,CPRM-SUREG-PA
3151002,87915000,CPRM-SUREG-PA
3253018,88260000,CPRM-SUREG-PA
3153022,88575000,CPRM-SUREG-PA
3152013,88641000,CPRM-SUREG-PA
3152016,88850000,CPRM-SUREG-PA
,11200000,COHIDRO
,12400000,CONSTRUFAM-LoteB
,12700000,COHIDRO
,13150000,CPRM-SUREG-MA
,13155000,CPRM-SUREG-MA
,13980000,CPRM-SUREG-MA
,13990000,CPRM-SUREG-MA
,13991000,CPRM-SUREG-MA
,13992000,CPRM-SUREG-MA
,14050000,CPRM-SUREG-MA
,14070000,CPRM-SUREG-MA
,14260000,CPRM-SUREG-MA
,14310000,CPRM-SUREG-MA
,14320001,CPRM-SUREG-MA
,14350000,CPRM-SUREG-MA
,14420000,CPRM-SUREG-MA
,14526400,CPRM-SUREG-MA
,14740000,CPRM-SUREG-MA
,14911000,CPRM-SUREG-MA
,15030000,CPRM-SUREG-MA
,15040000,CPRM-SUREG-MA
,15248010,CPRM-SUREG-PV
,15558500,CPRM-SUREG-PV
,15575000,CPRM-SUREG-PV
,15590000,CPRM-SUREG-PV
,15650000,CONSTRUFAM-LoteC
,15795000,CONSTRUFAM-LoteC
,15828000,CONSTRUFAM-LoteC
,15901000,CPRM-SUREG-MA
,15930000,CONSTRUFAM-LoteC
,15960000,CPRM-SUREG-MA
,16010000,CPRM-SUREG-MA
,16250000,CPRM-SUREG-MA
,16350002,CPRM-SUREG-MA
,16440000,CPRM-SUREG-BE
,16460000,CPRM-SUREG-BE
,17122000,CPRM-SUREG-GO
,17130000,UFC-Cuiaba
,17420000,UFC-Cuiaba
,18250000,UFC-Altamira
,18421000,UFC-Cuiaba
,18480000,CPRM-SUREG-BE
,18600000,CPRM-SUREG-BE
,18880000,UFC-Altamira
,20017000,CPRM-SUREG-GO
,21300000,CPRM-SUREG-GO
,21560000,CPRM-SUREG-GO
,21750000,CPRM-SUREG-GO
,22150000,CPRM-SUREG-GO
,23220000,CPRM-SUREG-GO
,23230000,CPRM-SUREG-GO
,23251000,CPRM-SUREG-GO
,23610000,CPRM-SUREG-GO
,24070000,CPRM-SUREG-GO
,24196000,CPRM-SUREG-GO
,24900000,CPRM-SUREG-GO
,25140000,CPRM-SUREG-GO
,25750000,CPRM-SUREG-GO
,25800000,CPRM-SUREG-GO
,26150000,CPRM-SUREG-GO
,26711000,CPRM-SUREG-GO
,26713000,CPRM-SUREG-GO
,26790000,CPRM-SUREG-GO
,27380000,CPRM-SUREG-GO
,27660000,CPRM-SUREG-BE
,28240000,CPRM-SUREG-GO
,28840000,CPRM-SUREG-GO
,29020000,CPRM-SUREG-BE
,30058000,CPRM-SUREG-BE
,31490000,CPRM-SUREG-BE
,31520000,CPRM-SUREG-BE
,31680000,CPRM-SUREG-BE
,33025000,CPRM-SUREG-TE
,33170000,CPRM-SUREG-TE
,33205000,CPRM-SUREG-TE
,33333000,CPRM-SUREG-TE
,33410000,CPRM-SUREG-TE
,33490000,CPRM-SUREG-TE
,33720000,CPRM-SUREG-TE
,33750000,CPRM-SUREG-TE
,34030000,CPRM-SUREG-TE
,34140000,CPRM-SUREG-TE
,34145000,CPRM-SUREG-TE
,34242500,CPRM-SUREG-TE
,34243500,CPRM-SUREG-TE
,34320000,CPRM-SUREG-TE
,34330000,CPRM-SUREG-TE
,34345000,CPRM-SUREG-TE
,34404000,CPRM-SUREG-TE
,34409000,CPRM-SUREG-TE
,34415000,CPRM-SUREG-TE
,34418000,CPRM-SUREG-TE
,34419000,CPRM-SUREG-TE
,34420000,CPRM-SUREG-TE
,34440000,CPRM-SUREG-TE
,34445000,CPRM-SUREG-TE
,34450000,CPRM-SUREG-TE
,34464000,CPRM-SUREG-TE
,34464100,CPRM-SUREG-TE
,34465000,CPRM-SUREG-TE
,34500000,CPRM-SUREG-TE
,34550000,CPRM-SUREG-TE
,34560200,CPRM-SUREG-TE
,34560800,SEMARH-PI
,34561500,SEMARH-PI
,34563200,CPRM-SUREG-TE
,34563800,CPRM-SUREG-TE
,34700000,CPRM-SUREG-TE
,34701000,CPRM-SUREG-TE
,34710000,CPRM-SUREG-TE
,34750100,CPRM-SUREG-TE
,34760000,CPRM-SUREG-TE
,34775000,CPRM-SUREG-TE
,34846000,CPRM-SUREG-FO
,34912000,CPRM-SUREG-TE
,34915000,CPRM-SUREG-TE
,34941000,CPRM-SUREG-TE
,34943700,CPRM-SUREG-TE
,34948000,CPRM-SUREG-TE
,34977000,CPRM-SUREG-TE
,34978500,CPRM-SUREG-FO
,34979100,CPRM-SUREG-FO
,34980000,CPRM-SUREG-TE
,35125000,CPRM-SUREG-FO
,35170000,CPRM-SUREG-FO
,35210000,CPRM-SUREG-FO
,35223000,CPRM-SUREG-FO
,35235000,CPRM-SUREG-FO
,35370600,CPRM-SUREG-FO
,35640000,CPRM-SUREG-FO
,35740000,CPRM-SUREG-FO
,36210000,CPRM-SUREG-FO
,36220000,CPRM-SUREG-RE
,36386000,CPRM-SUREG-FO
,36515000,CPRM-SUREG-FO
,37010000,CPRM-SUREG-RE
,37020000,CPRM-SUREG-RE
,37025900,CPRM-SUREG-RE
,37027900,CPRM-SUREG-RE
,37029000,CPRM-SUREG-RE
,37031500,CPRM-SUREG-RE
,37031900,CPRM-SUREG-RE
,37044900,CPRM-SUREG-RE
,37047000,CPRM-SUREG-RE
,37049000,CPRM-SUREG-RE
,37049700,CPRM-SUREG-RE
,37052000,CPRM-SUREG-RE
,37052900,CPRM-SUREG-RE
,37062000,CPRM-SUREG-RE
,37062700,CPRM-SUREG-RE
,37063100,CPRM-SUREG-RE
,37064000,CPRM-SUREG-RE
,37067000,CPRM-SUREG-RE
,37075000,CPRM-SUREG-RE
,37075100,CPRM-SUREG-RE
,37141000,CPRM-SUREG-RE
,37142000,CPRM-SUREG-RE
,37144000,CPRM-SUREG-RE
,37145900,CPRM-SUREG-RE
,37146000,CPRM-SUREG-RE
,37146900,CPRM-SUREG-RE
,37147100,CPRM-SUREG-RE
,37211000,CPRM-SUREG-RE
,37212000,CPRM-SUREG-RE
,37217100,CPRM-SUREG-RE
,37220000,CPRM-SUREG-RE
,37230100,CPRM-SUREG-RE
,37235100,CPRM-SUREG-RE
,37236500,CPRM-SUREG-RE
,37238100,CPRM-SUREG-RE
,37249500,CPRM-SUREG-RE
,37253000,CPRM-SUREG-RE
,37257000,CPRM-SUREG-RE
,37290000,CPRM-SUREG-RE
,37295000,CPRM-SUREG-RE
,37297000,CPRM-SUREG-RE
,37301000,CPRM-SUREG-RE
,37310000,CPRM-SUREG-RE
,37310600,CPRM-SUREG-RE
,37310700,CPRM-SUREG-RE
,37310950,CPRM-SUREG-RE
,37311000,CPRM-SUREG-RE
,37312000,CPRM-SUREG-RE
,37312100,CPRM-SUREG-RE
,37320300,CPRM-SUREG-RE
,37320600,CPRM-SUREG-RE
,37320700,CPRM-SUREG-RE
,37321000,CPRM-SUREG-RE
,37322000,CPRM-SUREG-RE
,37322100,CPRM-SUREG-RE
,37322300,CPRM-SUREG-RE
,37322900,CPRM-SUREG-RE
,37323000,CPRM-SUREG-RE
,37324000,CPRM-SUREG-RE
,37325000,CPRM-SUREG-RE
,37326000,CPRM-SUREG-RE
,37326300,CPRM-SUREG-RE
,37326500,CPRM-SUREG-RE
,37327000,CPRM-SUREG-RE
,37328000,CPRM-SUREG-RE
,37329000,CPRM-SUREG-RE
,37351900,CPRM-SUREG-RE
,37352000,CPRM-SUREG-RE
,37360000,CPRM-SUREG-RE
,37362000,CPRM-SUREG-RE
,37362300,CPRM-SUREG-RE
,37364000,CPRM-SUREG-RE
,37369065,CPRM-SUREG-RE
,37369100,CPRM-SUREG-RE
,37369160,CPRM-SUREG-RE
,37372000,CPRM-SUREG-RE
,37372100,CPRM-SUREG-RE
,37412050,CPRM-SUREG-RE
,37412090,CPRM-SUREG-RE
,37417000,CPRM-SUREG-RE
,37419000,CPRM-SUREG-RE
,37419300,CPRM-SUREG-RE
,37420000,CPRM-SUREG-RE
,37422000,CPRM-SUREG-RE
,37430000,CPRM-SUREG-RE
,37439000,CPRM-SUREG-RE
,37450000,CPRM-SUREG-RE
,37471000,CPRM-SUREG-RE
,37481000,CPRM-SUREG-RE
,37482000,CPRM-SUREG-RE
,37489500,CPRM-SUREG-RE
,37516900,CPRM-SUREG-RE
,37517850,CPRM-SUREG-RE
,37518000,CPRM-SUREG-RE
,37518200,CPRM-SUREG-RE
,37518400,CPRM-SUREG-RE
,37519700,CPRM-SUREG-RE
,37519800,CPRM-SUREG-RE
,37521700,CPRM-SUREG-RE
,37521900,CPRM-SUREG-RE
,37522000,CPRM-SUREG-RE
,37526000,CPRM-SUREG-RE
,37557000,CPRM-SUREG-RE
,37560900,CPRM-SUREG-RE
,37561000,CPRM-SUREG-RE
,37561050,CPRM-SUREG-RE
,37561500,CPRM-SUREG-RE
,37562200,CPRM-SUREG-RE
,37562700,CPRM-SUREG-RE
,37562800,CPRM-SUREG-RE
,37563900,CPRM-SUREG-RE
,37607000,CPRM-SUREG-RE
,37608000,CPRM-SUREG-RE
,37721000,CPRM-SUREG-RE
,38170000,CPRM-SUREG-RE
,38248000,CPRM-SUREG-RE
,38272000,CPRM-SUREG-RE
,38341000,CPRM-SUREG-RE
,38352800,CPRM-SUREG-RE
,38353500,CPRM-SUREG-RE
,38380000,CPRM-SUREG-RE
,38397000,CPRM-SUREG-RE
,38441000,CPRM-SUREG-RE
,38442000,CPRM-SUREG-RE
,38460000,CPRM-SUREG-RE
,38470000,CPRM-SUREG-RE
,38485000,CPRM-SUREG-RE
,38580000,CPRM-SUREG-RE
,38594000,CPRM-SUREG-RE
,38595000,CPRM-SUREG-RE
,38596000,CPRM-SUREG-RE
,38599000,CPRM-SUREG-RE
,38599500,CPRM-SUREG-RE
,38600000,CPRM-SUREG-RE
,38605000,CPRM-SUREG-RE
,38610000,CPRM-SUREG-RE
,38620000,CPRM-SUREG-RE
,38625000,CPRM-SUREG-RE
,38630000,CPRM-SUREG-RE
,38640000,CPRM-SUREG-RE
,38645000,CPRM-SUREG-RE
,38647900,CPRM-SUREG-RE
,38648000,CPRM-SUREG-RE
,38653000,CPRM-SUREG-RE
,38680000,CPRM-SUREG-RE
,38690000,CPRM-SUREG-RE
,38710000,CPRM-SUREG-RE
,38720000,CPRM-SUREG-RE
,38730000,CPRM-SUREG-RE
,38734000,CPRM-SUREG-RE
,38735000,CPRM-SUREG-RE
,38737000,CPRM-SUREG-RE
,38742000,CPRM-SUREG-RE
,38748000,CPRM-SUREG-RE
,38771000,CPRM-SUREG-RE
,38774900,CPRM-SUREG-RE
,38775100,CPRM-SUREG-RE
,38790000,CPRM-SUREG-RE
,38793000,CPRM-SUREG-RE
,38800500,CPRM-SUREG-RE
,38839000,CPRM-SUREG-RE
,38841000,CPRM-SUREG-RE
,38842000,CPRM-SUREG-RE
,38843000,CPRM-SUREG-RE
,38843900,CPRM-SUREG-RE
,38844000,CPRM-SUREG-RE
,38844500,CPRM-SUREG-RE
,38845000,CPRM-SUREG-RE
,38847000,CPRM-SUREG-RE
,38848500,CPRM-SUREG-RE
,38850000,CPRM-SUREG-RE
,38851000,CPRM-SUREG-RE
,38851400,CPRM-SUREG-RE
,38851700,CPRM-SUREG-RE
,38851900,CPRM-SUREG-RE
,38852000,CPRM-SUREG-RE
